Text,Text1,Text2,Text3
"$1,275",/ 1br - ,Renovated 1BD apt in Edgewater w/ Heat Included. Steps to Red Line.,"
        
            QR Code Link to This Post
            
        
FOR FASTEST RESPONSE. CALL OR TEXT 419.351.5326

PROPERTY INFO
ID: 275926953Rent: $1,275 / MonthCredit Requirement: 650+Beds: 1Bath: 1Available Date: 11/11/2022Pet: Pet FriendlyRent Includes:: Gas, Heat, WaterParking:: street parking
Live in beautiful Edgewater. This multi-unit brick building is located just steps from Lakefront Trail which runs along Lake Michigan from Edgewater to South Shore. If you walk just one block south you will have access to everything that W Bryn Mawr Ave has to offer. This includes Starbucks, Dunkin Donuts, Edgewater Fitness Center, LA Tan, Walgreens, and of course plenty of shops & restaurants. The Bryn Mawr Red Line stop is just a 5 minute walk south that can take you to Rogers Park, Uptown, Buena Park, Wrigleyville, Old Town, Near North & The Loop. This renovated one bedroom features new hardwood floors, an updated kitchen with new appliances, new windows, & ton of natural sunlight. 24 maintenance and laundry is in the building. Heat & Cooking Gas are included in rent and Cats are welcome! Call today to book your showing!!
FEATURESCats OKDogs OKElevatorGranite KitchenHardwoodHardwood FloorsLaundryParking AvailablePet FriendlyRenovated

Lake Alen - Real Estate Broker
419.351.5326
Square One Team, brokered by Jason Dalka
2851 N Lincoln Ave., Chicago, IL 60657
    "
"$1,489",/ 2br - 912ft2 - ,"Master suite with full bath, Condo-style private entry","
        
            QR Code Link to This Post
            
        
21805 Foxhaven Run, Waukesha, WI 53186Amidst forty acres of woodlands in the prestigious Town of Brookfield, Foxhaven has successfully woven together a neighborhood at one with the land.,Your residence is eloquently appointed and provides optimum privacy and convenience.  Two bedroom floor plans offer options such as cathedral ceilings, fireplaces, dens, and lofts.  Your entrance is private, as is your patio or balcony and garage/storage area.,Inside you will find the convenience of a complete appliance package including washer/dryer, central air conditioning and high efficiency furnaces.  Outside, manicured lawns and lush landscaping are attended to for you, so that you can enjoy the best life has to offer.,Our location is superb!  Foxhaven, though nestled in the Town of Brookfield, boasts the convenience of being just minutes from Waukesha and Milwaukee.  Some of the area's best restaurants, theaters, shopping, and health clubs are within a mile of Foxhaven.Apartment Features:2 bedroom, some with den and upper level loft floor plansGas fireplace optionLiving areas from 912 to 1,274 square feetEnclosed 1 car garage with additional surface parkingCondo-style private entryMaster suite with full bathQuality, quiet, energy-efficient constructionCommunity Features:Extensive Conservation PreserveSpringdale and Watertown Road conveniencePet friendly - no weight limit, doggie stationsWaukesha School District: Hillcrest Elementary, Horning Middle, Waukesha North HighCall:  show contact info
For more information, visit us at: https://livewimmer.com/c6sjppjo/foxhaven*Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Contact us today for the most up-to-date information!
    "
$860,/ 2br - ,This delightful 2 bedroom and 1 bathroom style apt for rent.,"
        
            QR Code Link to This Post
            
        
This delightful 2 bedroom, 1 bath home built in 1957 is situated on a generously sized corner lot. The main floor features 864 sq. feet of living space, and the partially finished basement is also comprised of 864 sq. feet. You will find hardwood floors throughout the home, original wood trim in both bedrooms, and lots of natural light. The main level bathroom features a jetted tub and shower combination. The kitchen cabinets in this home are original to the house and are lovingly maintained. The appliances have been updated to a stainless appliances package. The basement features 2 bonus rooms that have been finished out with closets. Outside is a spacious side and back yard that leads to the oversized detached 2-car garage with a wood deck. Located a short drive to all that Lafayette and West Lafayette have to offer, this home is an ideal find for anyone looking for mid-century character with modern conveniences.
    "
$830,/ 1br - 650ft2 - ,"Administración en el lugar, armarios de almacenaje","
        
            QR Code Link to This Post
            
        
Bienvenido a Indian Springs Apartments, un complejo residencial que cuenta con apartamentos de 1, 2 y 3 habitaciones en South Bend, IN. Las amplias disposiciones y comodidades te dan la bienvenida a casa, junto con un servicio excepcional y una ubicación ideal a una corta distancia a pie de tiendas, restaurantes y opciones de entretenimiento.

¡Nuestros residentes tienen acceso exclusivo a las maravillosas comodidades del complejo, como un gimnasio, un área de juegos para niños y una piscina! Indian Springs Apartments está cerca de lugares de entretenimiento, parques, escuelas y tiendas. Nuestros apartamentos en South Bend están cerca de Boland Park, Meijer y Marquette Montessori Academy.

¿Está buscando un apartamento en alquiler en South Bend, IN? Ponte en contacto con nuestro amable personal de oficina profesional para programar un recorrido hoy mismo.

-Puntos de vista
-Parque para perros
-Vestidores
-Cerca de tiendas
-Ventilador de techo
-Pagos en línea disponibles
-Persianas proporcionadas
-Solicitudes de servicio en línea
-Aire acondicionado
-En Línea de Autobuses Urbanos
-Administración en el sitio
-Mantenimiento de emergencia las 24 horas

Llamar:  show contact info


2609 Bow Court, South Bend, IN 46628

Para obtener más información, visítenos en: https://livingmonarch.com/uv7rugka/indian-springs-apartments

Igualdad de oportunidades de vivienda. Las ofertas especiales se basan en la disponibilidad y pueden vencer o cambiar en cualquier momento. Las ofertas especiales y los descuentos no se pueden combinar. Las tarifas están sujetas a cambios sin previo aviso.
    "
"$1,790",/ 2br - 1100ft2 - ,Beautiful 2bdr Available Immediately!!!,"
        
            QR Code Link to This Post
            
        
**Apartment is NOT Section 8 Approved**

LARGE 2 BEDROOM APARTMENT in Avondale by Pulaski Ave. and Barry Ave.
Available immediately
Bedroom one is approximately 3 feet by 10.2 feet with large closet.
Bedroom two is approximately 11 feet by 12 feet with large closet.
Apartment was gut rehabbed 2 years ago.  
Located on the top floor with lots of space and sunlight.

AMENITIES and DETAILS:
-free in-unit washer and dryer
-new stainless-steel appliances (including dishwasher, microwave, and garbage disposal)
-central air and heat
-cable and internet hookups in every room
-private large porch for apartment, and large shared patio in back yard
-1 block from public transit and planet fitness that offer 10$/month memberships
-both street parking and one parking space in back of house is available

Rent is $1,790 a month
No security deposit. $500 movie-in fee per tenant.
Internet, gas, and electric is estimated to be about $100 per month per tenant.

Email or call/text  7.7.3- 3.0.4-8.9.4.4 for a showing
    "
$830,/ 1br - 730ft2 - ,"Non-Smoking Community, Late Fee Forgiveness, 24-Hour Fitness Center","
        
            QR Code Link to This Post
            
        
Stone Ridge Square is Urbana's hidden treasure.  Located just off Philo Road, our location is unbeatable.  Our community provides easy access to shopping, parks, groceries, a variety of restaurants, bus service, and is only two miles from the University of Illinois Campus.  Although location is important, we also know our residents care about comfort and value. Stone Ridge Square strives to provide a clean, and enjoyable community.  The staff at Stone Ridge Square are dedicated to a high quality of service and support to make your home comfortable.  Stone Ridge Square offers a variety of different apartments at an affordable price. Come see why Stone Ridge Square is the place to live in Urbana!

-Non-smoking community
-Laundry Facilities in Each Building
-Private Playground
-Pet Friendly
-Oversized Closets
-One $35 Application Fee Per Apartment, Not Per Person
-Monthly Pest Control
-Bark Park
-Non-Smoking Community
-No Security Deposit Required
-Grilling/Picnic Area
-On-site Management and Maintenance

Call:  show contact info


For more information, visit us at: https://livewithm2.com/pz7b7ftx/stoneridge-square

Pricing and availablity are subject to change.
    "
$740,/ 2br - ,"Nice renovated 2 bedroom, 1 bathroom apt for rent!!","
        
            QR Code Link to This Post
            
        
ABSOLUTELY BEAUTIFUL house that you will definitely be proud to call home! Almost the entire house has been remodeled! BRAND NEW: Roof, windows, furnace, central air, drywall, flooring, lighting, cabinets and countertops, entry doors, trim, and all appliances including washer and dryer.
    "
"$1,656",/ 2br - 1361ft2 - ,"Resident Portal, Central Air","
        
            QR Code Link to This Post
            
        
Nestled into the rolling hills of suburban Cincinnati, the Villages of Wildwood offers the best in apartment and townhome living in Fairfield, Ohio. Conveniently located a short drive from I-275 and just off Route 4, Villages of Wildwood offers a unique combination of rural beauty and suburban convenience. You’ll be a short drive into downtown Cincinnati, giving you access to major business districts, everyday conveniences, and all of the shopping and entertainment you could want! Our exceptional homes and impressive amenities, paired with our gracious team, will surpass all of your expectations. Enjoy the carefree lifestyle you deserve!

Property Amenities: Dog ParkFitness CenterBike PathCentral AirTennis CourtsResident PortalClubhouseSwimming Pool

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/ikixrgfh/villages-of-wildwood

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
"$1,420",/ 3br - 1200ft2 - ,"Beautifully Landscaped Grounds, Pool, Abundant Closet Space","
        
            QR Code Link to This Post
            
        
University Park 5630 University Park Drive, Mishawaka, IN, 46545Call Now -  show contact info
 x 58OR Text 58 to  show contact info
 to text our team directly.Use this link for more info:https://contact.glickco.com/a9p74v Welcome Home to University Park This is a 3 Bedroom, 1.5 Bath, approximately 1200 Sq. Ft.  University Park Apartments, located in Mishawaka, Indiana, is just minutes from shopping and other retail establishments and is located less than four miles from the University of Notre Dame. Here you will find well-maintained apartment homes, beautifully landscaped grounds and professional on-site office and maintenance service teams. We offer many community amenities including online rent payments and maintenance requests, playground, bark park, swimming pool, covered carport parking, and laundry care center. We offer spacious one and two bedroom apartments and two and three bedroom townhomes that include fully equipped kitchens with dishwashers, plenty of storage space, fenced patios or balconies, and optional laundry hookups. This community is managed by the Gene B. Glick Company. Pet Policy University Park is a pet-friendly community in Mishawaka, IN that happily welcomes you and your pets! Pet Deposit: $300 for 1st pet, $200 for 2ndPet Fee: None Pet Rent: $20/monthMax 2 pets per apartment homeBreed Restrictions Apply Office Hours:Monday: 9:00AM-6:00PMTuesday: 9:00AM-5:00PMWednesday: 9:00AM-6:00PMThursday: 9:00AM-5:00PMFriday: 9:00AM-6:00PMxIttC8q3Y
    "
"$1,100",/ 2br - 836ft2 - ,938 Regina ave,"
        
            QR Code Link to This Post
            
        
The house on Regina is South County one that offers a lot, like: 
Fresh paint, hardwood floors on upper level, a bonus room downstairs, detached car garage, fenced back yard.
House is on the heart of Lemay area in walking distance from Convenient stores, near restaurants, mall and major hi ways.
Let the rest be your discovery!
    "
$850,/ 2br - ,313 #3 W Grand Two bedroom lower with HEAT INCLUDED.,"
        
            QR Code Link to This Post
            
        
Very clean two bedroom lower in beautiful Victorian house located in the Westside Historic District and with in walking distance to beautiful downtown Beloit with all the festivals and live music. This apartment has a large living room with large decorative brick fireplace, not for real fires, but perfect for hanging Christmas stockings. Unit also has full bath with tub and shower unit and kitchen has appliances included. There is a very nice community laundry room just steps away in the building next door. Throw away your snow shovel and lawn mower as most snow removal and lawn care is included. Plenty of off street parking by the back door for your convenience. This one won't last long. You are welcome to drive by the address to check out the curb appeal and the neighborhood but PLEASE respect the privacy of the current tenants and DO NOT walk up to the door and knock.
    "
$541,/ 1br - 575ft2 - ,"Tennis Courts, Dining Room, Business Center","
        
            QR Code Link to This Post
            
        
Located in the desirable North Decatur area, within the Argenta-Oreana school district, Woodcrest is a combination of comfort and wonderful convenience. Engulfed with rich landscaping and tranquil grounds, these apartment homes are second to none…

At Woodcrest, we designed your home with your needs in mind. From fully equipped redesigned luxurious kitchens & bathrooms to our over-sized apartment homes, we offer carefree living at its best. Our community amenities include a business center, fitness center, sparkling oversize pool with sundeck, tennis and basketball courts for your enjoyment. Our maintenance staff is on call 24 hrs. for quick response to all situations. Our award winning team is ready to serve you, so stop by today and discover why Woodcrest should be your new home!

-BBQ & Picnic Area
-Easy Access to Interstates
-Business Center
-Tennis Courts
-Dining Room
-Patrol Service
-Basketball Courts
-Cable Ready
-Conference Room
-Window Coverings
-Washer/Dryer
-Master Card, Visa, & Discover Cards Accepted

Call:  show contact info


For more information, visit us at: https://livewithm2.com/wq3l4lck/woodcrest-apartments

Pricing and availability are subject to change.
    "
$875,/ 1br - 500ft2 - ,"Laundry facility on-site, fitness center, pet park and much more!","
        
            QR Code Link to This Post
            
        


-High-Speed Internet Providers Available
-Fitness Center
-Conference Room
-Dog Park
-Business Center
-Two Large Outdoor Pools
-Volleyball Court
-Pet Park
-Flex Rent Payments
-Pet Friendly
-Clubhouse with Kitchen and Lounge
-Ceiling Fan

Call:  show contact info


208 S. Prospect Rd, Bloomington, IL 61704

For more information, visit us at: https://livingmonarch.com/6r2een7i/arbors-at-eastland

Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advance notice.
    "
"$1,656",/ 1br - 843ft2 - ,"Online Resident Portal, Yoga Studio, Tanning Bed","
        
            QR Code Link to This Post
            
        
Located in Cincinnati, Ohio, The Reserve at Glenbridge is a beautiful community that you would be proud to call home. Our exceptional apartments and impressive community amenities paired with our gracious team will surpass all of your expectations. Enjoy the care-free lifestyle that you deserve!

Property Amenities: Tanning BedPlaygroundFull Service Clubhouse with Billiards RoomGOFetch Bark ParkOnline Resident PortalGOChat Business CenterHot Tub & SpaYoga StudioPet Friendly24 Hour GOFit Fitness CenterOutdoor BBQ Grilling AreaTwo Swimming Pools

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/lb54yjwz/reserve-at-glenbridge

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
"$1,100",/ 1br - 767ft2 - ,"Efficient Appliances, Late Fee Forgiveness, Laundry Facility","
        
            QR Code Link to This Post
            
        
Cheswick Village offers one and two-bedroom ground-level apartment homes hidden right off of Northwestern Avenue, just a half-mile east of the new US 231 expansion and a mile west of Wal-Mart in West Lafayette.

Feeling at home with us is easy when every apartment home has an open-concept floor plan and includes a ceiling fan, overhead lighting in every room, private entrance and patio, washer/dryer hookups, and optional rental, a huge bathroom, beautiful kitchen, and much more! We also provide a spacious clubhouse, dog park, ample outdoor space, 24-hour emergency maintenance, and on-site management.

Come experience the tranquility of Cheswick Village Apartments and make it your new home!

-Laundry Facility
-Additional Storage
-Carpet/Vinyl Flooring
-Application Fees Per Apartment, Not Per Person
-Covered Parking
-Eat-In Kitchen
-Accepts Credit Card Payments
-On-site Management and Maintenance
-Refrigerator
-Cash Payments Accepted At Select Retailers
-Planned Monthly Activities
-Garages

Call:  show contact info


For more information, visit us at: https://livewithm2.com/44tst6m3/cheswick-village-apartments

Pricing and availability are subject to change.
    "
"$1,179",/ 2br - 960ft2 - ,"Available soon! 2 bedroom, 2 bath home! For lease!","
        
            QR Code Link to This Post
            
        
Super cute!  Brand new 2 BR/2 BA home for sale or lease!  Nice kitchen with stainless steel appliances.  Open concept design.  Plank vinyl flooring throughout home.  Ceiling fan in living room.  Private bath off master bedroom with step-in shower.  Guest bath near additional bedroom.  Separate laundry room off kitchen with washer/dryer hook up.  Total electric.  Central air.  Pet friendly community: $250.00 non-refundable pet fee + $50 per month for 1 pet / $60 per month for 2 pets. Great community amenities.  Close to restaurants and shopping!  Online application and application fee required.  Please call Anabel Martinez at  show contact info
 option 1 for more details.  Home will not last long!
CALL NOW!!!
    "
$840,/ 2br - 900ft2 - ,"Pet park, playgrounds, laundry facility on-site, and much more!","
        
            QR Code Link to This Post
            
        


-Playground
-Volleyball Court
-Cable Ready
-Two Large Outdoor Pools
-Fitness Center
-On-Site Laundry Facility
-Clubhouse
-Business Center
-Clubhouse with Kitchen and Lounge
-Pet Friendly
-Playgrounds
-BBQ/Picnic Area

Call:  show contact info


208 S. Prospect Rd, Bloomington, IL 61704

For more information, visit us at: https://livingmonarch.com/cn7tulre/arbors-at-eastland

Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advance notice.
    "
$865,/ 2br - 860ft2 - ,"Washer dryer hookup, fitness center, pet park and play area.","
        
            QR Code Link to This Post
            
        


-On-Site Laundry Facility
-Bike Storage
-Business Center
-Two Large Outdoor Pools
-Pet Friendly
-On-Site Management
-Cable Ready
-Dog Park
-Bike Racks
-Pet Park
-Clubhouse with Kitchen and Lounge
-Ceiling Fan

Call:  show contact info


208 S. Prospect Rd, Bloomington, IL 61704

For more information, visit us at: https://livingmonarch.com/6zooa6pn/arbors-at-eastland

Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advance notice.
    "
"$1,045",/ 2br - 800ft2 - ,"Microwave, Laundry Facilities in each Building, Free Resident Parking","
        
            QR Code Link to This Post
            
        
WELCOME TO Hampton Gardens Welcome to Hampton Gardens, a beautiful rental community located in the stunning Hill District of St. Louis. We offer pet-friendly 1- and 2-bedroom apartment homes that feature plenty of space, beautiful finishes and a quiet neighborhood filled with lush greenery. With the perfect location along historic Hill District, you'll be proud to call Hampton Gardens your home. If you're interested in hearing more about these beautiful apartments in St. Louis, MO, contact our friendly staff today. Were here to answer any questions and help you get started.

-Major Bus Line Access
-Free Resident Parking
-Ceiling Fan with Light Fixture
-Cable/Satellite
-Carpet
-Hardwood Floors
-Clubhouse
-Thermal Windows (In Some Units)
-24 Hour Emergency Maintenance Service
-Heat Included (In Some Units)
-Convenient Freeway Access
-Window Coverings

Call:  show contact info


For more information, visit us at: https://livewithpioneer.com/iap4uvoj/hampton-gardens
    "
$795,/ 1br - ,Open Concept 1BR in W Milwaukee - Heat Included!,"
        
            QR Code Link to This Post
            
        

    
      Open Concept 1BR in W Milwaukee - Heat Included!
    
  
  
  
Property Address

1805 S 37th St #108 | Milwaukee, WI 53215


  Available: 12/15/2022



Offered By

Enigma Properties |  show contact info





  Description
  
    Apartment/building: Open concept 1 bed 1 bath w/heat included in W. Milwaukee!
The entire unit will have beautiful brand new vinyl plank flooring. A spacious living area opens up to a dining area as well as a kitchen and hallway that leads to the bedroom and bathroom. There is a lot of window exposure and plenty of closet space for storage. 

Neighborhood: Building is located close to I-94 offering a perfect place for those looking to commute. The building is also within walking distance to local parks, and bars/restaurants. A short drive away to Miller Parkway shops and grocery stores!

Amenities:
-Easy street parking
-Garage parking available
-Ample closet storage space
-Lower unit
-Brand new vinyl floors
-Heat Included
-Hot water included
-Brand new washers and dryers in the basement

Rental Terms:
-Rent: $795.00
-Available: 12/15/2022
-Security Deposit: $1,192.50
-12 month lease

Pet Policy:
-Cats allowed ($25 a month per cat)
-No dogs allowed

Text Hannah at  show contact info
 with questions or to schedule a showing!
  

  Amenities
  
      Surface Parking
  

  Details
  

      Beds/Baths: 1BD/1.0BA

  

  Rental Terms
  

    Rent: $795.00 

    Available: 12/15/2022
    Application Fee: $25.00
    Security Deposit: $1,192.50

  

  Pet Policy
  

      Cats allowed
      Dogs not allowed

  
    "
$972,/ 1br - 728ft2 - ,"Onsite Bar & Grill, Four Swimming Pools, Onsite Golf Course!!!!","
        
            QR Code Link to This Post
            
        
Experience luxury apartment living and first-rate convenience! Canterbury Green Apartments is conveniently located on the northeast side of Fort Wayne, Indiana, minutes away from Purdue University and Fort Wayne International Airport. All of our spacious homes are fully equipped with a washer and dryer, a private patio or balcony, and an abundance of closet space. Many of our homes feature cozy fireplaces and custom finishes such as built-in bookcases.

Property Amenities: Four Swimming PoolsRacquetball Court & Sports CourtState-of-the-Art GOFit Wellness ClubGame Room with Billiard TablesThree Tennis CourtsOnsite Bar & Grill250+ Beautifully Landscaped AcresGOFetch Off-Leash Dog ParkResident Event LoungeOnsite Golf CourseGuest Suites AvailableGOTech Business Center

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/m56pttkl/canterbury-green

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
"$1,085",/ 2br - 938ft2 - ,"Right Around The Corner, Near Everywhere You Want To Be","
        
            QR Code Link to This Post
            
        
Blue Grass Manor in Erlanger, Kentucky, is a retreat to a quiet, residential neighborhood with the convenience of being close to the city. From your front door, you are within minutes of downtown Cincinnati, shopping and entertainment, and the Cincinnati/Northern Kentucky International Airport. For relaxing evenings at home, you can enjoy our sparkling pool, fitness center, or have a quiet night on your private patio overlooking mature, beautiful landscaping.

-20 Minutes to downtown Cincinnati
-Carpeting
-Heat Paid
-Sparkling Swimming Pool
-Wired for Cable TV & High-Speed Internet
-Energy-Efficient Windows
-Walk-in Closets
-Package Receiving
-30-Day Satisfaction Guarantee

Call:  show contact info


*Pricing and availability are subject to change
    "
"$1,695",/ 3br - ,Chicago 3 Bedroom House for Rent,"
        
            QR Code Link to This Post
            
        
Suburban Management currently has a newly redone 3-bedroom/1-bathroom house for rent. This house also has a 2-car garage. Nearby schools include Argo Community High School, St Rene Goupil Elementary School and Blair Early Childhood Center. The closest grocery stores are Supermercado La Villita, Rosita Grocery and La Esperanza Grocery. Nearby restaurants include Grand Duke's Restaurant & Deli, Dallas Restaurant and Subway. This house is near Nottingham Park, Valley Forge Park and Hale Park. We charge no application fee, but we do require anyone over the age of 18 to complete an application process. Please bring a photo ID and last pay stubs or proof of direct deposit. Call Gustavo at (708)244-0465 between 10 and 6 to set up a showing to see this single-family home. Sorry NO pets.
    "
"$1,542",/ 4br - 1430ft2 - ,"Common Area Cameras, Patrol Service, Efficient Appliances","
        
            QR Code Link to This Post
            
        
Located on the west side of Indianapolis, we offer spacious one, two, three and even four bedroom apartments and townhomes!  Enjoy our indoor swimming pool, fitness center, resident lounge, WiFi Cafe, bark park and playground on 55 acres of green grass and mature trees.   With convenient access to I-465, the airport and Avon, and on the IndyGo bus line, you'll find what you're looking for and more.  Come see why the Park at Greenhill should be your new home!  Call or text us today  show contact info
 to set up your tour.  Chat with us now.

-Playground
-Master Card, Visa, & Discover Cards Accepted
-Window Coverings
-Laundry Facility
-High Speed Internet Access
-Student, Military, Senior, and Preferred Employer Discounts Available
-Washer/Dryer Hookups
-Award-Winning Wayne Township Schools
-Automatic Rent Payment Options
-Efficient Appliances
-BBQ & Picnic Area
-Easy Access to Interstates

Call:  show contact info


For more information, visit us at: https://livewithm2.com/s4w5y2n4/park-at-greenhill

Pricing and availability are subject to change.
    "
$900,/ 2br - 820ft2 - ,Waukesha   .   .   Lambeth Rd.   .   .  Lower : 4-Family  .  .  2 Bdrm,"
        
            QR Code Link to This Post
            
        

.      .      .      .      .      Colonial Style 4-Family Building on Cul-de-sac 
.      .     .      .      .      and in a Residential Neighborhood with 2 Bedroom Apt. 


1214  Lambeth Road, Waukesha, Wisconsin 

Apt  1   ONE    :      .      .      .       [ Lower ]    Available Immediately 

Rent :  $900.00   

Rooms and Major Features:

1.    Living Room:   About 12' x 24' in size;   Entrances to Living Room, Kitchen and Bedroom hallway;  Large picture window and Two tall double hung windows;   Beautiful Oak wood floor;  Solid Brass Colonial candelabra light fixture;  built-in china cabinet; double-deep coat closet;

2.    Kitchen:   About 12' x 12' in size;  Rear Entrance, Entrance to Living Room;  Armstrong in-laid vinyl;   2 walls of base cabinets and 2 walls of wall cabinets; full size gas range, full size refrigerator, newer and full size built-in dishwasher, garbage disposal;  Large double hung wood window; Ceiling cooking, dinette and sink light fixtures  [ 3 fixtures ]; utility closet;

3.   Bedroom Hall:   About 6' x 3' in size;  Entrances to Living Room, Bedrooms and Bathroom; Beautiful Oak floor; Linen closet; Ceiling light,

4.   Front Bedroom:   About 11' x 14' in size;  Beautiful Oak floor;  2 wood windows;  6 ' wide closet with 2 built-in shelves; Ceiling light;

5.   Rear Bedroom:   About 12' x 16' in size;   Beautiful Oak floor;  2 wood windows; 6 ' wide closet with 2 built-in shelves; Ceiling light;

6.   Bathroom:   About 7' x 6' in size;  Tile floor and walls,  Oak vanity base cabinet;  Tile tub and shower walls;   Glass block and jalousie windows;  Medicine cabinet; Sea Gull chrome wall light;

7. Also: 

7.1.   Gas forced air furnace and gas hot water and gas range and Central Air Conditioning;
7.1.1.  Lessee is responsible for all of the utilities including the pro-rated water and sewer costs;
7.2.   Full size covered porch in front;
7.3.   Front and Rear halls;
7.4.   Some Pets are allowed with additional security deposit and monthly rent; 
7.5.   Large lighted, secure and lockable storage room in Basement;
7.6.   Laundry tubs in the basement with hook ups for your washer and dryer;
7.7.   Parking in the back yard for 2 cars;
7.8.   Fully landscaped and with front and side and rear lawns;
7.9.   Apt 1 is on the first floor and is about 820 sq. ft.


Please fully read the information about and review the pictures for the fixtures, features and floor plan for Apt 1 at 1214 Lambeth Road, Waukesha. 

Also, please write down on a piece of paper the address of Apt 1 at 1214 Lambeth Road. Then, call the office and fully introduce yourself and state that you are calling about Apt 1 at 1214 Lambeth Road, Waukesha. 

 If I am not the office or busy and do not answer your call, you can leave a message.  The office telephone rings 7 times before you can leave a message.  The office number is   show contact info
.
You are welcome to call and inquire about the beautiful and good quality apartment of Apt 1.     Thank you.  Paul  

    "
$878,/ 1br - 852ft2 - ,"GOTech Business Center, Resident Event Lounge, Guest Suites Available!","
        
            QR Code Link to This Post
            
        
Experience luxury apartment living and first-rate convenience! Canterbury Green Apartments is conveniently located on the northeast side of Fort Wayne, Indiana, minutes away from Purdue University and Fort Wayne International Airport. All of our spacious homes are fully equipped with a washer and dryer, a private patio or balcony, and an abundance of closet space. Many of our homes feature cozy fireplaces and custom finishes such as built-in bookcases.

Property Amenities: GOFetch Off-Leash Dog ParkGOTech Business CenterThree Tennis CourtsOnsite Bar & Grill250+ Beautifully Landscaped AcresGuest Suites AvailableFour Swimming PoolsState-of-the-Art GOFit Wellness ClubOnsite Golf CourseGame Room with Billiard TablesResident Event LoungeRacquetball Court & Sports Court

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/l2fjaz46/canterbury-green

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
$900,/ 2br - 1000ft2 - ,Handyman?/ Need an apt ?,"
        
            QR Code Link to This Post
            
        
Need an apt ? Are you handy? Am in need of on site Maint help.  Basic carpenter skills etc . Part time or full time . Large 2 Br apt great location.
    "
"$1,030",/ 1br - 705ft2 - ,"Cozy One Bedroom, Fitness Center and Paid Heat!","
        
            QR Code Link to This Post
            
        
Blue Grass Manor in Erlanger, Kentucky, is a retreat to a quiet, residential neighborhood with the convenience of being close to the city. From your front door, you are within minutes of downtown Cincinnati, shopping and entertainment, and the Cincinnati/Northern Kentucky International Airport. For relaxing evenings at home, you can enjoy our sparkling pool, fitness center, or have a quiet night on your private patio overlooking mature, beautiful landscaping.

-20 Minutes to downtown Cincinnati
-Carpeting
-Heat Paid
-Sparkling Swimming Pool
-Wired for Cable TV & High-Speed Internet
-Energy-Efficient Windows
-Walk-in Closets
-Package Receiving
-30-Day Satisfaction Guarantee

Call:  show contact info


*Pricing and availability are subject to change
    "
$880,/ 485ft2 - ,¡Vive lo extraordinario!,"
        
            QR Code Link to This Post
            
        
¡Bienvenido a tu nuevo apartamento en New Fountains Apartments en Fitchburg, WI! Tenemos apartamentos de 1, 2 y 3 habitaciones en nuestra comunidad. Disfrute de planos de planta contemporáneos con concepto abierto, habitaciones llenas de luz y balcones contiguos. Deléitese con las cocinas con despensas amplias y amplio espacio de guardarropas en todo el apartamento. Abre las persianas y las ventanas verticales para que entre la luz del sol. Pasea por los hermosos jardines; este entorno tipo parque es el refugio perfecto del ruido de la ciudad. Aproveche nuestras comodidades y relájese en su elección de dos piscinas al aire libre; un descanso refrescante después de un entrenamiento estimulante en nuestro gimnasio. ¡Pasa y saluda!

-Parque para perros
-Patio/balcón
-Gimnasio con pesas libres
-Piscina
-Transporte público
-Desecho
-Listo para cable
-Centro de negocios
-Aparcamiento en la calle
-Armarios grandes
-Lavavajillas
-Almacenamiento adicional

Llamar:  show contact info


Lunes: 8AM-6PM
Martes: 8AM-6PM
Miércoles: 8AM-6PM
Jueves: 8AM-6PM
Viernes: 8AM-5PM
Sábado: 9AM-1PM

5401 Williamsburg Way, Fitchburg, WI 53719

Para obtener más información, visítenos en: https://livingmonarch.com/5cbrxlud/new-fountains

Igualdad de oportunidades de vivienda. Las ofertas especiales se basan en la disponibilidad y pueden vencer o cambiar en cualquier momento. Las ofertas especiales y los descuentos no se pueden combinar. Las tarifas están sujetas a cambios sin previo aviso.
    "
