Text,Text1,Text2,Text3
"$5,000",/ 3br - ,Royal Oak Gem: 3 bedroom 3 full bathrooms,"
        
            QR Code Link to This Post
            
        
House for rent near Lincoln and Minerva avenue
    "
"$2,865",/ 2br - 1514ft2 - ,Waived Application Fee & Reduced Deposit! *Restrictions Apply,"
        
            QR Code Link to This Post
            
        
Located on the Detroit Riverfront, Orleans Landing residents are only minutes away from the best shopping, dining, and entertainment options Detroit has to offer.

Our tri-level private entry Townhomes feature darling finishes such as granite counter tops, plank wood flooring throughout, and modern wood shaker cabinets. Step inside and you will find large bay windows in the living room, spacious walk-in closets, as well as a private master bath with an extended vanity. Each home is equipped with a full kitchen with appliances such as an electric glass-top stove and stainless-steel dishwasher along with 2nd floor in-home laundry.

Community Features:
💎Community Pool & Spa
💎Fully Equipped Fitness Center
💎Valet Dry Cleaning
💎Valet Trash Pick-up
💎Gated Parking Included*
💎Community EV Chargers
💎& More!


This Home is Available Today: Townhome 1866 - $2,865/Mo
Application fee: $50 per occupant aged 18 and over
Holding Deposit: $200 - Refundable if denied 
Security Deposit: $550 OR 1 Months' Rent 

Receive a Waived Application Fee & Reduced Security Deposit When You Apply on Your First Visit*

*Restrictions Apply



    "
"$3,800",/ 2br - 1904ft2 - ,One Month Free!,"
        
            QR Code Link to This Post
            
        
Watch Thanksgiving Parade from your living room!

Sign your lease in November and get 1 month free!

Your stunning penthouse comes fully equipped with an in-unit washer/dryer and some paid utilities in a historic Detroit building. When you join our community, you join a pet-friendly environment with a dog park footsteps from your front door.

Make this spaciously-appointed, 2-bedroom+loft/2.5-bath apartment your home, with interior features that include:

• Ample closet space.
• In-unit washer/dryer.
• Cable ready.
• Contemporary kitchen with stainless-steel appliances and granite countertops.
• Pet-friendly.
• Controlled-access building.

Make Elliott Building your final stop for the best home destination that downtown has to offer. It would be a pleasure to have you as a resident with us. To learn more and make our community your home, contact us today to schedule your exclusive tour!
    "
"$3,395",/ 4br - 2050ft2 - ,"621 Benninger Drive, Kitchener, Ontario N2E 0J2","
        
            QR Code Link to This Post
            
        
4 Bedrooms | 2.5 Bathrooms, Upgraded Kitchen, Dishwasher, Ice Maker, Stone Countertops, Upgraded Bathrooms, Upgraded Back Splash, Stainless Steel Appliances, Huge Private Terrace, Tons of Natural Light.

Note: The unit will be professionally cleaned by the owner prior to your occupancy.

Close to 8 Highway, Driftwood / Highview Bus Stop, Southridge Public School, Williamsburg Public School, CF Fairview Park, The Boardwalk, Victoria Park, Waterloo Park, Cambridge Butterfly Conservatory.

621 Benninger Drive, Kitchener, Ontario N2E 0J2
Ottawa Street South and Trussler Road

10 Minutes Away from Victoria Park!!
Close to All Amenities!!

$3,400 (Two Parking Spots Included)
Discounted Cable, Phone & Internet (Throughout the Term at Additional Cost)

UNIT AMENITIES:
*4 Bedrooms | 2.5 Bathrooms
*This is a Brand New - Never Lived in - Detached House
*Upgraded Kitchen
*Dishwasher
*Ice Maker
*Stone Countertops
*Upgraded Bathrooms
*Upgraded Back Splash
*Personal Thermostat
*Ensuite Laundry
*Stainless Steel Appliances
*Hardwood and Carpet Floors
*9 Foot Ceilings
*Front Porch
*Huge Private Terrace
*Tons of Natural Light 

BUILDING AMENITIES:
*Bicycle Storage

Available Immediately !!

Note: The unit will be professionally cleaned by the owner prior to your occupancy.
    "
"$2,500",/ 2br - 1690ft2 - ,Spacious 2 bedroom 2 bath with nice view of the city! READY NOW!!!,"
        
            QR Code Link to This Post
            
        
The Corner Detroit is a BRAND NEW community in prime location minutes from downtown Detroit!

Situated on Michigan Avenue in thriving Corktown, The Corner presents residents with access to the area’s most sought-after art, music, food, and nightlife. Located minutes from Downtown, this community is just a few blocks from Downtown, public transportation, and significant freeways like I-75, I-94, and I-96. The Corner’s central location makes it the perfect alternative to Downtown Detroit apartments, and offers gorgeous, panoramic views, along with the welcoming atmosphere of an outdoor community space with lounge area.

MULTIPLE FLOOR PLANS AVAILABLE! 
Studio – One Bedroom – Two Bedrooms 

•Ceramic Tile Bathrooms
•Controlled Access Parking
•Floor-To-Ceiling Windows
•High Speed Internet Access
•Key-Fob Entry
•Oversized Balcony
•Full sized washer/dryer
•Prime Location
•Quartz Countertops
•Two Tone Soft Closing Cabinets
•Walk-In Closets With Custom Shelving
•Wood-Plank Flooring Throughout Home

We would be happy to have you here, but the apartments will not last long due to the high demand! Call today to guarantee it is yours or join our waitlist,  show contact info
!
    "
"$2,750",/ 4br - 3343ft2 - ,Elegant Four Bedroom House in Grand Blanc,"
        
            QR Code Link to This Post
            
        
Elegant & Spacious Woodfield Farms Subdivision! Like new inside and out! Featuring 4 bedrooms, 3.1 baths, over 3300 living area including finished basement. Open floor plan with Cathedral Ceilings, formal dining & office, granite kitchen with all SS appliances, hardwood flooring, firelit cozy family room with deck overlooking a large private backyard. Second floor featuring master bedroom with jetted bathtub and walk-in closet, 3 large bedrooms, and for your convenience, second floor laundry. Walk out, spacious basement for entertainment with full bathroom. Community offers soccer field, swimming pool and volleyball court all included in the monthly rent. Don't miss this unique opportunity! For More Information, Call North Bloomfield Properties at  show contact info
 or Visit our Website at www.northbloomfield.com.
    "
"$2,595",/ 5br - 2137ft2 - ,"Newly Renovated 5 bed, 2.5 Bath House","
        
            QR Code Link to This Post
            
        
Newly renovated and ready to move in! Front door w/beveled glass welcomes you to this 5 bedroom, 2.5 bathroom home. Features a deck off the primary suite. Another bedroom includes a sitting room which could be used as an office space. The kitchen is completely new with stainless steel appliances, tile backsplash and an island. New flooring throughout and modern bathroom finishes. Full bath upstairs has separate shower and tub. Attic can be used as a bedroom, loft space, etc... Enjoy the spacious front porch to sit and relax on!
    "
"$3,500",/ 4br - 2919ft2 - ,Stunning Quad Level,"
        
            QR Code Link to This Post
            
        
28251 Danvers Ct, 2,919 sq. ft. 4 bedrooms, 4 bath, stunning Quad level home in quiet and serene neighborhood, adjacent to flowing brook with tons of trees, nicely landscaped, good size yards, fenced, whole house generator, outdoor kitchen with grill and granite counters, paver patio, deck, gourmet kitchen with Viking stainless steel appliances, formal dining room, living room with hardwood floors, spacious bedrooms throughout, family room with natural fireplace, library/study, large windows for great natural light, updates galore, irrigation, finished basement with rec room, 1 pet negotiable with fee, no smoking in home.  1.5 month security deposit.  $300 non refundable cleaning fee.  Minimum 1 year lease.  Available November 1.
    "
"$4,500",/ 5br - 4552ft2 - ,Newer Construction Colonial,"
        
            QR Code Link to This Post
            
        
670 S Oxford, 4,552 sq. ft., 5 bedroom, 5 bath, modern colonial move in ready, stunning throughout, neutral tones accent the charm of each room, refinished hardwood in living room, dining room & kitchen, brand new carpet upstairs and in family room, nat f/p, library first floor with French doors, brand new gourmet kitchen with cabinets, fixtures and granite, atrium with tall windows perfect for that morning coffee, entire home newly painted, majority of bathrooms have granite and new cabinets, sitting area in upper hallway perfect for treadmill, spacious secondary bedrooms, master has full bath and entrance to covered deck, 3 full bathrooms on upper level, completely finished basement with large rec room perfect for entertaining, full kitchen, and bedroom with a full bath, home includes a central vacuum system, an alarm system, dual zone heating and cooling, 2 car garage has been completely redone, storage abound in basement, main level, and utility room, deck off main level in back, circular driveway in front. Pool table stays.  1.5 month security deposit.  $350 non refundable cleaning feel.  1 pet may be negotiable with fee.  Available immediately.  1 year minimum lease.
    "
"$3,000",/ 3br - 1175ft2 - ,Birmingham Brick Ranch,"
        
            QR Code Link to This Post
            
        
Location Location Location 1 mile from
Town and one of the best school district in the state.  Brick ranch with too many updates to name.  Available Feb 1st 2024 and references will be checked.  Please call with questions.   show contact info
.
    "
"$3,250",/ 3br - 2400ft2 - ,3 Bedroom Home with separate guest house for rent,"
        
            QR Code Link to This Post
            
        
This is a three bedroom fully furnished ranch home, it has two baths and a separate ""guest house"" for rent.  The house is located in central Ann Arbor on an acre of land.   The guest house is not included in the bedroom or bathroom calc and will be an additional cost to include the guest house.   I would be willing to rent it for shorter  term lease however the cost may change.
    "
"$2,800",/ 3br - ,3-4 bedroom home on 42 acres,"
        
            QR Code Link to This Post
            
        
Available Jan. 1.  3 bed 1 bath home with optional 4th bedroom.  Amazing view with a lake all to yourself.  Home has a warm cabin feel.  Enjoy the privacy in gull lake school district.  A hunter's Paradise property.  Great deer, waterfowl and turkey hunting!  
Home features outdoor wood boiler and upstairs and downstairs wood stove fireplace inserts.  On dand water heater so minimal gas use if heating with wood.  partially finished basement with walkouts and beautiful view of the lake.   Very unique home and property.  
Minimum year lease with option to buy.  Currently having some final renovations done.  More pictures coming soon.  Renter pays gas and electric.  Shipping container on property available for storage.
    "
"$3,495",/ 2br - 1398ft2 - ,2 bed 2 bath Penthouse at 985 High!! On High Street,"
        
            QR Code Link to This Post
            
        
Enjoy downtown views in your beautiful 2 bedroom Penthouse at 985 HIGH!

Receive one month FREE RENT!!! Ask us how to get your $300 off at move-in!!!

Call today and schedule your tour of this immaculate home and enjoy:
* Stunning granite counters
* Stainless steel appliances
* LOTS of cabinet and living space
* Smart technology including virtual concierge service
* High ceilings and floor to ceiling windows

Our residents also enjoy access to:
* 24 hour fitness center
* Club 985!- Our gorgeous rooftop lounge with entertainment deck
* On-site management and maintenance staff
* Virtual concierge
Call the Leasing Office to schedule your tour of this beautiful apartment. >
985 HIGH  |  985 N. High Street, Columbus, OH
 show contact info
  |  985highcolumbus.com

    "
"$2,600",/ 4br - 1820ft2 - ,21408 Inkster Rd,"
        
            QR Code Link to This Post
            
        
Beautifully remodeled 4 bedroom 2 bath home! Everything is new in this gorgeous home! Enjoy the rays of natural light that pour in throughout the home.  So much space to enjoy here. The kitchen boasts granite counter tops, new cabinets, stainless steel appliances. Come see this, you will not be disappointed! Apply today at www.propel.rent, this won't last long.
    "
"$2,900",/ 2br - 1146ft2 - ,2 Bedroom Apartment in Downtown,"
        
            QR Code Link to This Post
            
        
To schedule a tour
We now book our tour appointments online! Please call or text us at
  show contact info
 to self-schedule from your phone! Book your appointment online today or anytime 24/7!
Property Description
Live your best life while enjoying stunning view and luxurious living in the heart of downtown Toledo! You will love the convenient access to the best dining, entertainment and shopping this lively city has to offer.Tower on the Maumee offers a variety of one and two-bedroom apartment homes, adorned with high-end finishes, such as granite counters, unique Italian porcelain stoneware tile floors and Kenmore stainless steel appliances, including a full-size washer/dryer.
Details
Availability date: Today
Pets: Cats, Small Dogs (< 25lb)
Pet notes: Pet Friendly ($350 non-refundable deposit, and $35 pet fee per month. Some restrictions apply, call for details.)
Application Fee:$21
Leasing options:12 month lease 
Deposit:$500 to 1 month's rent 
Amenities
Included in Utilities Cost: Trash included, Pest Control included, Water included, Sewer included
Laundry: Full Size Washer and Dryer
Parking type:Street Parking. There is a garage next to our building; you need to pay for garage access.  
Parking notes: None
Appliances:Kenmore Stainless Steel Appliances 
Exterior: 
Heating/cooling:Energy Efficient VRF Heating and Cooling System Coupled with Base Board Radiant Heat 
Wiring: 
Facilities and Recreation:Downtown access. Courtyard with BBQ Grill, 24/7 Fitness Center.
Security and Access: 
Views:7-10 Foot Panoramic Windows, Depending on Floor. Energy Efficient Roller Shades in Every Window 
Additional features: 
Offered by:
Tower on the Maumee

Equal Housing Opportunity
    "
"$2,500",/ 1br - 750ft2 - ,"Short term, furnished, one bedroom","
        
            QR Code Link to This Post
            
        
Short term, one month to one year, one bedroom with new kitchen, hardwood floors throughout, stylishly fully furnished, full basement with laundry, covered front porch, screened yard.  Utilities included.

Other one, two and three bedroom available.
    "
"$3,299",/ 4br - 3107ft2 - ,"Modern 4 bed, 3.5 bath house for Rent","
        
            QR Code Link to This Post
            
        
Property has a fully furnished option add-on.

This modern 4 bed, 3.5 bath house, equipped with a garage EV carport is loaded with custom smart automation to set; lighting, window shades, thermostat, and door locks. This home comes with a professionally installed projector & 100"" ambient light deflecting screen (imported from Denmark). Truly a beautiful picture that offers theatre level quality! The living open layout features granite/quartz counters, stylish lamp fixture options, & stainless steel appliances that make this a truly lavish & elegant space for all individuals. Spread out into the finished loft-style basement w/ a hand-crafted wet bar & private full bath. Or come outside to the paver patio that offers a circular firepit, hammock under the trees, and hanging Edison lightbulbs. All of which provides complete privacy with a fenced yard. Bedrooms have closet space for days, including a custom open-air closet in the master bedroom. Location wise, this house is located in a desirable Troy area in between the Big Beaver corridor that sits near Somerset Mall and Maple road, which provides a straight shot into Birmingham. Not to mention quick access to highways, renowned hospitals, and multiple downtowns within the local proximity. This house is a must see! Notice for all showings.

Other details & requirements:
Easy Application Process to validate income, credit score, background check.
Pet Friendly for reasonable up-charge via Pet Addendum
MLS Listing # 20221047501
    "
"$3,100",/ 4br - 2650ft2 - ,4 bedroom house for rent four bedroom plus a loft,"
        
            QR Code Link to This Post
            
        
Four bedrooms plus a loft. Three full and one half bath. Finished basement with full bath and wet bar. Large kitchen with oversized Island and walk in pantry. Gas fireplace and hardwood floors through main level including formal dining room. Large patio.

South Lyon schools.


This 9-year-old home is in a neighborhood featuring walking trails, community clubhouse and Park, basketball courts. 

Looking for long-term lessee one, two or three year terms available.  Available immediately. Taking applications, must provide 3 references and background check. 

No smoking no pets. Rent includes water and sewer as well as trash removal.
Renter responsible for gas, electric, internet, lawn maintenance.

Owner is licensed broker.
    "
"$2,500",/ 3br - 1300ft2 - ,Furnished 3 bedroom House for rent in Normal Park,"
        
            QR Code Link to This Post
            
        
Furnished house, 1300 sqft, 3 bedroom and 1 bath on a quiet cul-de-sac in the Normal Park neighborhood of Ypsilanti. There is a large backyard and a 2 car garage. Washer and dryer in the house as well as dish washer (and all the standard appliances). Also, this house has a ""cateo"" at the back so this could be a plus for you if you have a cat or cats.

The house is in a neighborhood called Normal Park. It's a lovely area, very walkable and has a community pool. The residents are very active on social media and it's just a great community to be in.

The house is located within walking distance of EMU (5 min), multiple restaurants and bars and a 5 min drive to a supermarket (Fresh Thyme). It's a 15 min drive into Ann Arbor (depending the area), about 17 min to UofM Hospital (8 miles) and only 5 min away from St Joe's Hospital. It's in a great location for any visiting professor, student or medical worker. Schools are also close by if you have kids.

I will be adding more pictures soon, I'm in the process of freshening up the paint and adding furniture (so rest assured there will be a sofa, chair(s) and tv 🙂). Also, apologies for the mess in the kitchen, it will be cleaned up soon, I just wanted to give you an idea of what it looks like.

Open to short term leases or longer leases. The house will be available as of December.

Thanks!
    "
"$70,000",/ 3br - ,Owner Financing,"
        
            QR Code Link to This Post
            
        
This is for Cash Sale or Owner Financing
Cash Sale $55,000
Owner Financing $70,000
Down Payment $400 at 5% for 24 months
Balloon payment 


http://communitypropertys6.wixsite.com/community-property-s
    "
"$3,200",/ 5br - 5250ft2 - ,Large Canfield House for rent,"
        
            QR Code Link to This Post
            
        
Large Canfield house for rent or sale. 5-6 bedrooms 3.5 bath. Heated garage, swimming pool. 2 wet bars. Spanish style call Sean at  show contact info
 for more info.
    "
"$9,957",/ 2br - 957ft2 - ,Let It Snow! Time To Go!,"
        
            QR Code Link to This Post
            
        
Snow flurries are flying! Time to move before winter sets in! Now is the perfect time to put in an application and get on our waiting list at no charge! Come take a look and be the next in line to live in a beautiful luxury apartment!!
    "
"$2,795",/ 3br - 1300ft2 - ,"61 Prince Albert Boulevard, Kitchener, Ontario N2H 0B6","
        
            QR Code Link to This Post
            
        
3 Bedrooms | 2.5 Bathrooms, Upgraded Kitchen, Stainless Steel Appliances, Dishwasher, Microwave, Stone Countertops, Upgraded Bathrooms, Ensuite Laundry, Tons of Natural Light.

Note: The unit will be professionally cleaned by the owner prior to your occupancy.

Close to Conestoga Parkway, Victoria / Margaret, Margaret / Victoria Bus Stop, Margaret Avenue Senior Public School, Suddaby Public School, Market Square Shopping Centre, Bridgeport Plaza, Victoria Park, Huron Natural Area.

61 Prince Albert Boulevard, Kitchener, Ontario N2H 0B6
Wellington Street North and Margaret Avenue

9 Minutes Away From Victoria Park!!
Closed to All Amenities!!

$2,800 (Two Parking Spots Available) 
Discounted Cable, Internet & Phone (Throughout the Term, at Additional Cost) 

UNIT AMENITIES:
*3 Bedrooms | 2.5 Bathrooms
*This is a Newly Renovated Stacked Townhouse
*Upgraded Kitchen
*Stainless Steel Appliances
*Dishwasher
*Microwave
*Stone Countertops
*Carpet and Hardwood Floors
*Regular Closets in all Rooms
*Upgraded Bathrooms
*Ensuite Bathroom
*Upgraded Back Splash
*Personal Thermostat
*Aluminum Blinds
*Ensuite Laundry 
*9 Foot Ceilings
*Tons of Natural Light

BUILDING AMENITIES:
*Barbecue Area / Terrace
*Outdoor Patio
*Bicycle Storage
*Visitor Parking

Available December 1st, 2022!!

Note: The unit will be professionally cleaned by the owner prior to your occupancy.
    "
"$119,900",/ 3br - ,Three Bedroom 2 Bath House Located in Cleveland,"
        
            QR Code Link to This Post
            
        
3 Bedroom House with 2 Bathrooms Available at 4073 John P Green Place, Cleveland Ohio 44105

Discounted Cash Sale Price: $84900 
Owner Finance Sale Price: $119900 
Down Payment: $5995 
Owner Financing with Fixed Rate Loans for 15-25 year terms available 

Please send your name and number, if you are interested in inquiring about this house. Thank you.
    "
"$2,995",/ 4br - 2300ft2 - ,"1-3620 Earlston Cross, London, Ontario N6L 1K3","
        
            QR Code Link to This Post
            
        
4 Bedrooms | 2,5 Bathrooms, Brand New Kitchen, Back Splash, Stainless Steel Appliances, Stone Countertops, Personal Thermostat, Ensuite Laundry, Hardwood Floors, Private Garage, Front Porch & Backyard Deck, Tons of Natural Light.

Note: The unit will be professionally cleaned by the owner prior to your occupancy.

Close to Wharncliffe Road South, London Transit Commission - Bus Depot, Exeter at Meadowbrook NS WB - #2823, Sir Isaac Brock Public School, Wortley Road Public School, Jesse Davidson Park, Paul Haggis Park, Westwood Centre, White Oaks Mall, Museum London, London Children's Museum, Westminster Ponds.

3620 Earlston Cross, London, Ontario N6L 1K3
Wharncliffe Road South and Wonderland Road South

10 Minutes Away From Spettigues Pond!!
Located in a Quiet Neighbourhood

$3,000 (Three Parking Spaces Included)
Discounted Cable, Internet & Phone (Throughout the Term, at Additional Cost)

UNIT AMENITIES:
*4 Bedrooms | 2,5 Bathrooms
*Brand New Kitchen
*Brand New Back Splash
*Stainless Steel Appliances
*Stone Countertops
*Personal Thermostat
*Ensuite Laundry
*Walk-in Closets
*Hardwood & Carpet Floors 
*8 Foot Ceiling
*Ensuite Bathroom
*Front Porch & Backyard Deck
*Private Garage
*Walk-out to Garage
*Backyard Included
*Tons of Natural Light
*This is a Brand New - Never Lived In Detached House

BUILDING AMENITIES:
*Barbecue Area / Terrace (BT)
*Parking Garage
*Remote Garage

Available October 1, 2022

Note: The unit will be professionally cleaned by the owner prior to your occupancy.
    "
"$2,530",/ 2br - 986ft2 - ,Beautiful 2 bedroom luxury apartment available!,"
        
            QR Code Link to This Post
            
        
Come enjoy your new home in a newly built apartment community in Beachwood Ohio! The Luxury Hiatus community includes the following:

In Suite Features:
.Granite countertops
. Stainless steel appliances 
. In suite washer and dryer
. LED bluetooth mirrors
.surface parking included in rent

Community Features:
.Dog park
.Guest wifi
.Outdoor pool
.Grilling areas
.Sauna
.Game room
.Fitness center
.Media room
.Pet washing station
.Storage
.Sky lounge
.Roof top deck
.Secure key fob access
.Cold storage
.Business center with private working areas
    "
"$131,353",/ 3br - 1350ft2 - ,Move in by 11/30/22 and get Dec 2022 Rent Free!,"
        
            QR Code Link to This Post
            
        
Canyon Cove offers stylish living settled in a quiet, established residential neighborhood in Toledo. Stroll through our professionally landscaped ground. 

Apply for your new home in person or online at www.canyoncovetoledo.com


Community Features

• Spacious two and three bedroom apartments and townhomes
• Clubhouse and Coffee Bar
• Pet Friendly Environment
• Large Courtyards
• Playground


Resident Services
• Professional 24-hour emergency maintenance
• On site Management
• Package Receiving
• Social Events

Convenient Location
• Great location near highways, Planet Fitness, Shopping, and more
• Minutes from several preferred employers, eligible for incentives!
• Shopping, Entertainment, Dining and more at your fingertips!

Call TODAY or check us out on the web: www.canyoncovetoledo.com


Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advance notice.
    "
"$2,580",/ 6br - ,KSU house for rent,"
        
            QR Code Link to This Post
            
        
6 bedroom house - available in Fall 2023 semester. Excellent location. Call  show contact info

    "
"$2,500",/ 3br - 1150ft2 - ,3 bd/1 bath Walking distance to Downtown RO,"
        
            QR Code Link to This Post
            
        
Beautifully remodeled 3 bed/ 1 bath bungalow, walking distance from downtown Royal Oak. One block from the Royal Oak Farmers Market. 

Updated in 2020, the kitchen includes high end cabinets, quartz countertops, stainless steel appliances and an eat in kitchen. First floor bathroom includes new flooring, tile and vanity.  Large mudroom with plenty of room for storage. New, high efficiency furnace and washer/dryer. 

Entire house has been repainted and hardwood floors have been re-done. 2 bedrooms on the main level and larger bedroom upstairs with custom built in closets.

2 car garage, large driveway and fully fenced in yard. 

$2500/month with $5K security deposit
    "
"$2,995",/ 2br - 1099ft2 - ,Perfection at its finest at 985 High!! Come on home to luxury!,"
        
            QR Code Link to This Post
            
        
Enjoy downtown views in your beautiful 2 bedroom, 2 bathroom penthouse at 985 HIGH!


Call today and schedule your tour of this immaculate home and enjoy:
* Stunning granite counters
* Stainless steel appliances
* An abundance of cabinet and living space
* Smart technology including virtual concierge service
* High ceilings and floor to ceiling windows

Our residents also enjoy access to:
* 24 hour fitness center
* Club 985!- Our gorgeous rooftop lounge with entertainment deck
* On-site management and maintenance staff
* Virtual concierge
Be sure to ask about our FREE RENT specials!
985 HIGH  |  985 N. High Street, Columbus, OH
 show contact info
  |  985highcolumbus.com

See you soon!
    "
"$2,795",/ 2br - 1387ft2 - ,2 bed 2 bath Penthouse at 985 High!! On High Street,"
        
            QR Code Link to This Post
            
        
Enjoy downtown views in your beautiful 2 bedroom Penthouse at 985 HIGH!

1 MONTH FREE (*restrictions apply)

Call today and schedule your tour of this immaculate home and enjoy:
* Stunning granite counters
* Stainless steel appliances
* LOTS of cabinet and living space
* Smart technology including virtual concierge service
* High ceilings and floor to ceiling windows

Our residents also enjoy access to:
* 24 hour fitness center
* Club 985!- Our gorgeous rooftop lounge with entertainment deck
* On-site management and maintenance staff
* Virtual concierge
Call the Leasing Office to schedule your tour of this beautiful apartment. >
985 HIGH  |  985 N. High Street, Columbus, OH
 show contact info
  |  985highcolumbus.com

Ask how to get free parking!!!
    "
"$2,872",/ 2br - 1400ft2 - ,2 Bedroom Penthouse - Move in December!,"
        
            QR Code Link to This Post
            
        
250 High apartments offer elevated city living in the heart of downtown Columbus, OH. Our pet-friendly studio, 1, and 2-bedroom floor plans feature wood-style floors, stainless steel appliances, pendant lighting, washer and dryer, and so much more.

Residents have access to a rooftop terrace with stunning views of the iconic Columbus skyline, a fitness center, and dedicated parking garage. Our community puts you on High Street and steps away from the city’s most dynamic stretch of dining and entertainment options.

Walk your dog and explore the Scioto Mile, meet a friend for dinner or drinks at some of the best establishments Columbus has to offer, or catch a live concert and experience the various food trucks at the Columbus Commons.
    "
"$3,495",/ 2br - 1398ft2 - ,2 bed 2 bath penthouse!! Live in the Short North,"
        
            QR Code Link to This Post
            
        
Need to move next month? Want to live in the heart of Short North? 

GET1 MONTH FREE RENT(*restrictions apply)

Conveniently located in the Short North district of High Street, 985 High at the Castle is a BRAND NEW building offering style, luxury, convenience and affordability!

Stop in and tour our spacious 1 and 2 bedroom floor plans. Features include:
* Granite counters
* Stainless steel appliances
* Smart technology including Virtual concierge
* Plenty of cabinet space and so much more!
* Washer/dryer in every unit

985 High residents also enjoy:
* 24 hour on-site fitness center
* Club 985!- Our spacious 7th floor rooftop lounge with entertainment deck
* Onsite management and maintenance staff
* Paid trash and recycling
* Covered garage parking

CALL TODAY TO SCHEDULE YOUR TOUR OR APPLY AT www.985highcolumbus.com

985 HIGH  |  985 N. High Street, Columbus, OH

Contact Leasing for more info at  show contact info
 or 985highcolumbus.com
    "
"$2,895",/ 4br - 2700ft2 - ,Simply Awesome Four Bedroom House in Troy,"
        
            QR Code Link to This Post
            
        
Simply Awesome 4 Bedroom, 2.5 Bathroom Colonial Home in lovely Troy. Close to all shopping and freeways. Home has been recently updated throughout. First floor Laundry another added plus. Also has a natural fireplace in the family room. Stainless steel appliances that will remain. Brick paver in the back yard. New Furnace and A.C. installed 2020. No Pets Please! 1 year lease preferred. For More Information, Call North Bloomfield Properties at  show contact info
 or Visit our Website at www.northbloomfield.com.
    "
"$2,550",/ 2br - 1350ft2 - ,Large Two Bedroom - Downtown Plymouth,"
        
            QR Code Link to This Post
            
        
2 Bedroom / 1.5 Bath
Downtown Plymouth - Walking Distance to Everything!
Centrally Located between Ann Arbor and Detroit

Designed in a Townhouse Historical Style
We have a no pet and no smoking policy
Rent: $2,550 per month

Unit is Immaculate, Best Location in Downtown Plymouth!!
Call  show contact info


www.unionstreetproperties.com
    "
"$2,500",/ 4br - ,1424 Jennifer Street,"
        
            QR Code Link to This Post
            
        
A great 2-story home for rent in the hear of Portage, close to the mall and many other major stores on a quiet cu-de-sac with a nice backyard. Enjoy your evenings on your large deck with a private wooded setting. Near boke trails, Haverhill Park and School. Offering 4 bedroom, 2 full baths plus 1 1/2 bath. Home has a wonderful livable floor plan. The main floor boast an impressive 2 story entry, formal dining room, living room, family room, with fireplace and a patio slider to the huge private deck. The family room is open to a large kitchen with stainless steel appliances, center island w/ snack bar, eating area and beautiful granite counters. Easy access main floor laundry with 1/2 bath. Upstairs master bedroom with private bath and double closets. Three additional bedrooms plus granite counters. Easy access main floor laundry with 1/2 bath. Upstairs master bedroom with private bath and double closets-Application fee is $30 per adult over the age of 18. Each person fills out a separate application and pays a separate application fee. Applications and supporting documents may be placed in the drop box at our office located at 2312 Winters Drive., Portage, MI 49002, or sent by email. Application fee(s) may be paid in cash in person only (exact amount only), or by check or money order made payable to Property Management Systems, placed in our drop box. Application fee may also be paid with a card over the phone ($5.00 processing fee per transaction applies.) 
verification for income from any and all sources. For Paystubs, please submit one month's worth of most recent paystubs. For government or other agency assistance, please provide a monthly award amount. Documents may be provided in person or by email. We will also need a photo ID for anyone over the age of 18. Rent cannot exceed 1/3 of your gross monthly income. Screen shots are acceptable. Our screening policy is on page 3 of the application.
We do not hold any units until we have an approved application and you have seen the unit.. Once an application is approved, we then call you an let you know what we have available, and, once you have seen the unit, offer for you to pay a Holding Fee.(non-refundable) For in person our address is 2312 Winters Drive., Portage, MI (by the airport) Email  Three additional bedroom plus. 

    "
"$2,798",/ 3br - 1532ft2 - ,Spacious 3 bedroom with 2 car attached garage!,"
        
            QR Code Link to This Post
            
        
To schedule a tour
We now book our tour appointments online! Please call or text us at
  show contact info
 to self-schedule from your phone! Book your appointment online today or anytime 24/7!
Property Description
At The Residence at Barrington, you’ll do more than just reside. You’ll find yourself freed; immersed in the next great chapter of your life. Our amenity package drips with choice delights: a sparkling pool, vast tennis court and state-of-the-art fitness center, to name a few.And then, there’s home itself. An inspiring space with elegant upgrades invites you to unwind after a satisfying day.With our classic design, high-tech amenities and elevated style, calling The Residence at Barrington home is the best decision you could make.
Details
Availability date: December 17, 2022
Pets: Cats, Small Dogs (< 25lb), Large Dogs (> 25lb)
Pet notes: $399 non-refundable fee per pet
--
PET RENT:
$45/month for dogs
$45/month for cats
(per pet, 2 max allowed)
Deposit: None
Leasing options: 
Leasing notes: None
Application fee: None
Amenities
Included in Utilities Cost: 
Utilities Cost: None
Laundry: 
Parking type:  
Parking notes: None
Appliances: 
Exterior: 
Heating/cooling: 
Wiring: 
Facilities and Recreation: 
Security and Access: 
Views: 
Additional features: 
Offered by:
The Residences at Barrington

Equal Housing Opportunity
    "
