Text,Text1,Text2,Text3
"$3,290",/ 3br - ,"3bed/2bath elevator, CTA, Lake, GYM, dishwasher, A/C, rooftop","
        
            QR Code Link to This Post
            
        
Please TEXT for FASTER response!!
312-857-8306
De' Xeunxom

Market rate: $3290 - $4278 (best pricing immediately lease start date with 16-17 month lease)

Rehabbed building in Edgewater, elevator building, gym, laundry room, roof top

-3 Bedroom / 2 Bathroom Apartment
-Stainless steel appliances (Fridge, electric stove/oven, microwave and dishwasher)
-in unit laundry
-full size washer/dryer
-Hardwood floor throughout
-black granite countertop in Kitchen and bathroom
-espresso cabinets
-4 burner stove
-tile surround bathtub
-Wall air conditioner(s)
-baseboard heating
-2 elevator building
-resident community lounge with billiard,
-24/7 access to fitness center
-roof top access (grilling area, lounge chairs)
-common laundry room
-on site management office
-on site maintenance
-few blocks to both CTA Red Line stops
-1 block to grocery store
-easy access to Lake Shore Dr
-Buses within walking distance #146, #151, #36, and #147 EXPRESS bus to Downtown
-bike/running path, lake, and beach just 2 blocks away
-Dogs and cats welcome (weight and breed restrictions)

*Select unit*
**Photo are for illustration purpose**
***Pricing and availability are subject to change***

North Star Real Estate Group
1249 W. Devon Ave, Chicago, IL 60660, Tel: 312-722-6773
    "
"$1,335",/ 1br - ,"Jr. 1bed/1bath, BALCONY, GYM, dogs/cats, patio, grill, parking","
        
            QR Code Link to This Post
            
        
Please TEXT for FASTER response!!
312-857-8306
De' Xeunxom

Market rate: $1335 - $1780

Uptown Buena Park building near Lake and CTA
-Jr. 1 bedroom/1 bathroom with patio
-kitchen updated: fridge, gas stove/oven, *dishwasher* and *microwave*
-*eat in kitchen*
-*walk in closet*
-coat closet
-indoor laundry room
-concrete flooring
-small bathroom with small tub
-GRAND lobby
-in door swimming pool
-dog(s)/cat(s) welcomed (weight and breed restriction)
-package receiving
-elevator buildimg
-bike storage
-few blocks to CTA Red line Wilson stop and to Sheridan stop
-near both Aragon Ballroom and Riviera Theatre
-2 major grocery stores within blocks from the building
-blocks to Lake front, beach
-easy entry/exit to Lake Shore Drive (LSD)
-reserved parking available (monthly rate)
-Patio area for residents
-*BALACONY*

*SELECT UNIT*
**Photo are for illustration purpose**
***Pricing and availability are subject to change***

North Star Real Estate Group
1249 W. Devon Ave, Chicago, IL 60660, Tel: 312-722-6773
    "
"$1,160",,"Studio/1bath, CTA, GYM, short term, shops, parking, patio & grill","
        
            QR Code Link to This Post
            
        
Please TEXT for FASTER response!!
312-857-8306
De' Xeunxom

Market rate: $1160 - $1680

Uptown Buena Park building near Lake and CTA
-Studio/1 bathroom
-kitchen updated: fridge, gas stove/oven, *dishwasher* and *microwave*
-*eat in kitchen*
-*walk in closet*
-coat closet
-indoor laundry room
-concrete flooring
-small bathroom with small tub
-GRAND lobby
-in door swimming pool
-dog(s)/cat(s) welcomed (weight and breed restriction)
-package receiving
-elevator buildimg
-bike storage
-few blocks to CTA Red line Wilson stop and to Sheridan stop
-near both Aragon Ballroom and Riviera Theatre
-2 major grocery stores within blocks from the building
-blocks to Lake front, beach
-easy entry/exit to Lake Shore Drive (LSD)
-reserved parking available (monthly rate)
-Patio area for residents
-*BALACONY*

*SELECT UNIT*
**Photo are for illustration purpose**
***Pricing and availability are subject to change***

North Star Real Estate Group
1249 W. Devon Ave, Chicago, IL 60660, Tel: 312-722-6773
    "
$650,/ 2br - 900ft2 - ,"Available home next week, 2br/1ba Fully renovated along with updated!","
        
            QR Code Link to This Post
            
        
Available home next week! Fully renovated along with updated landscaping providing a welcoming curb-appeal. Your new home features wood vinyl flooring throughout the main areas and plush carpet in the bedrooms. New furnace, HVAC, and water heater to insure you are comfortable in the heat of the summer and provide efficiency. Your new kitchen has refinished white cabinets with modern countertops, stainless dishwasher, and breakfast bar. Ceiling fans are in each of the bedrooms. Come view this home today! show contact info


Call now/Text:: show contact info



.
.
.
.
.
.
.

.
.
.
.
.
.


.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.


Looking for a great extended stay apartment in pittsburgh, PA?

Low Weekly & Monthly Rates
FREE Utilities
Free Premium Cable TV
Call Now:
Additional Information:
https://www.siegelselect.com
Apartment Home Features
-Guest Laundromat on Site
-Siegel Rewards Program
-Free Parking
-Fully Furnished
-Free Premium Cable TV
-Special Corporate and Group Rate Housing
-Low weekly, Bi-weekly, & Monthly Payment Options
-Handicapped Accessible Apartments
-Free Utilities
-Nearby Restaurants, Shopping, Entertainment and More
-No Long-Term Lease Required
-Flat Screen TVs

Free Siegel Reward Program
Earn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!

Managed by The Siegel Group
Equal Housing Opportunity
Pricing may include current special and is subject to change without notice.

?? $0 Application Fee!
?? 550+ credit score (soft-pull initially)
?? $700 per month in gross income (can be combined)
?? No bankruptcies or evictions in the past year
?? Only a 1-2% down payment is needed
?? Close in as little as 15 days
?? Pet Friendly

?? Schedule a call at https://calendly.com/ajcorrea/divvy-program-call
?? Or apply directly to https://www.divvyhomes.com/a/agentandresjcorrea
?? Check me on the web: https://www.andresjcorrea.com
?? Learn more here: https://www.youtube.com/watch?v=2iB8AI1DihE&t=25s


Additionally, This amazing program helps you save because 25% of the Rent goes towards a down payment!! If this isn't the home you'd like you can pick almost any home for sale.

?? Andres J Correa
?? Realtor @ BHGRE Metro Brokers

Also, know that we do not show properties unless you are fully qualified and do not accept section 8 vouchers.

Pictures are for demonstration purposes only
    "
"$1,365",/ 1br - 1062ft2 - ,The Radius,"
        
            QR Code Link to This Post
            
        
Enjoy the carefree lifestyle that you deserve! Radius at Ten Mile offers a welcoming community of Southfield apartments for rent. Our exceptional one-, two-, and three-bedroom apartments and impressive community amenities, along with our gracious team, will surpass all of your expectations.

Property Amenities: Hotel Style Card Access Security Lock at Apartment EntryQuartz Kitchen CountertopsExterior Vented Kitchen ExhaustSwimming PoolStainless Steel AppliancesPantry ClosetGas Fireplaces in Many ModelsPrime LocationCommunity ClubhouseSpacious 1 BR, 2BR & 2 BR-plus Loft Apartments 1-2 ½ BathsPrivate Patio, Juliet Balcony or Full Balcony in Most ApartmentsGOFit Fitness Center

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/f6kyl4le/radius-at-ten-mile

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
"$2,050",/ 2br - ,Logan Square 2 Bed 1 Bath September 1 Parking Available,"
        
            QR Code Link to This Post
            
        
 Contact info:  Patty or Miguel | 312-656-4600   Logan Square Unit #1 2 Bed 1 Bath Available September  12259 W Diversey Ave #1, Chicago, IL 60647$2,050/mo DESCRIPTION Condo quality, 1st floor, 2 bedroom 1 bath unit for rent 2 flat. Features include prewired TV wall hookups in bedrooms, bathroom and living room. Hardwood floors, recessed lighting, ceiling fans, lots of natural light, sun room, and glass shower enclosure. Eat in kitchen including dishwasher. Custom closet systems and private back porch area and Juliet balcony. Private back yard. Laundry is in common Area. Located walking distance from River walk, Logan Square farmers market, Midtown Athletic Club, Xsport, Petsmart, Target, Costco, Fresh Thyme, HomeGoods, and restaurants. Centrally located between CTA bus and train routes and Interstate 90/94. Owner pays for trash, water, sewer and water. Tenant responsible for gas and electric. Parking available for additional cost.   *Absolutely No Solicitors*  Please watch our Virtual Tour:  https://youtu.be/-c3LrzQSH1Q   RENTAL FEATURESLiving roomDining roomMaster bathFamily roomBreakfast nookOfficeSun roomRange / OvenRefrigeratorDishwasherMicrowaveStainless steel appliancesFreezerBalcony, Deck, or PatioYardFenced yardLawnHeat: forced airCeiling fansDouble pane / Storm windowsCable-readyHardwood floorGranite countertopIndustrial Front Load Washer & Dryer COMMUNITY FEATURESVintage buildingSecured entry There are 2 indoor parking spots available at an additional cost.Garage - Attached  Contact info:   Miguel or Pat 773-851-2475 Please watch our Virtual Tour:  https://youtu.be/-c3LrzQSH1Q 

    "
$682,/ 2br - ,**Cute & cozy 2 bedroom / 1 bathroom Apartment,"
        
            QR Code Link to This Post
            
        
**Cute & cozy 2 bedroom / 1 bathroom Apartment 54911. Property offers unbelievable finishes that include central A/C, granite counter top finishes, stainless steel appliances, custom tile bathroom, accent wall designs, washer and dryer hookups, and so much more! Text : christina452281gmail.com 



Looking for a great extended stay apartment in
54911?

Low Weekly & Monthly Rates
FREE Utilities
Free Premium Cable TV
Call Now:
Additional Information:
www.siegelselect.com
Apartment Home Features
-Guest Laundromat on Site
-Siegel Rewards Program
-Free Parking
-Fully Furnished
-Free Premium Cable TV
-Special Corporate and Group Rate Housing
-Low weekly, Bi-weekly, & Monthly Payment Options
-Handicapped Accessible Apartments
-Free Utilities
-Nearby Restaurants, Shopping, Entertainment and More
-No Long-Term Lease Required
-Flat Screen TVs

Free Siegel Reward Program
Earn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!

Managed by The Siegel Group
Equal Housing Opportunity
Pricing may include current special and is subject to change without notice.

?? 25 Application Fee!
?? 550+ credit score (soft-pull initially)
?? $700 per month in gross income (can be combined)
?? No bankruptcies or evictions in the past year
?? Only a 1-2% down payment is needed
?? Close in as little as 15 days
?? Pet Friendly

?? Schedule a call at https://calendly.com/ajcorrea/divvy-program-call
?? Or apply directly to https://www.divvyhomes.com/a/agentandresjcorrea
?? Check me on the web: www.andresjcorrea.com
?? Learn more here: https://www.youtube.com/watch?v=2iB8AI1DihE&t=25s


Additionally, This amazing program helps you save because 25% of the Rent goes towards a down payment!! If this isn't the home you'd like you can pick almost any home for sale.

?? Andres J Correa
?? Realtor @ BHGRE Metro Brokers

Also, know that we do not show properties unless you are fully qualified and do not accept section 8 vouchers.

Pictures are for demonstration purposes only
    "
"$1,350",/ 2br - ,Amazing 2 bed 1 bath - In Unit W/D Ukrainian Village,"
        
            QR Code Link to This Post
            
        
Perfect sun-filled 2 bedroom 1 bath in Ukrainian Village. Walk to plenty of nearby bars and restaurants or walk just a couple of blocks to the California, Chicago, or Division bus stops. 

Central air, pet friendly, stainless steel appliances, in unit washer dryer, hardwood floors throughout, top floor! 

Available Dec 1st. 6 month or 1 year lease available.

Move-in fee - $350
    "
$995,/ 2br - 850ft2 - ,995 SPECIALS!! MUST APPLY TODAY!!!,"
        
            QR Code Link to This Post
            
        
1 BEDROOMS 700 SQUARE FT $975.00
2 BEDROOMS 850 SQUARE FT CLASSIC APARTMENTS $1100.00
2 BEDROOM TOWNHOUSES 1,050 SQUARE FT $1,400.00


(SEE VIRTUAL TOURS BELOW)

https://www.apartments.com/willow-creek-apartments-westland-mi/p5n81vs/

GAS, HEAT, WATER, SEWER AND TRASH ARE ALL INCLUDED IN RENT
YOU ONLY PAY ELECTRICITY & (CABLE/INTERNET/PHONE)
REQUIREMENTS:

$35 APP FEE PER ADULT/$100 HOLDING FEE
4 PAYCHECK STUBS/PICTURE I.D./SOCIAL SECURITY CARD
INCOME MUST BE 3X THE AMOUNT OF RATE
CREDIT AND CRIMINAL BACKGROUND RAN
WE DO NOT ACCEPT SECTION 8
PET FRIENDLY/FEES AND RESTRICTIONS
SECURITY DEPOSIT EQUAL 1- 1.5 MONTHS RENT
MUST BE PAID WITHIN 3 DAYS OF APPROVAL
MOVE-IN COSTS DETERMINED BY DAY OF MOVE IN (PRO-RATED
do NOT contact me with unsolicited services or offers
post id: 7550166002 posted: 7 days ago ♥ best of [?]
    "
$700,/ 1br - 650ft2 - ,"1bedroom Heat, Appliances, off street parking","
        
            QR Code Link to This Post
            
        
parking nice and QuietArea Open Now!mo. to mo. RENT agreement   show contact info
 available immediately.sorry no pets
    "
"$2,020",/ 3br - 1440ft2 - ,"Over-sized Sliding Door to Patio, Online Payments Available, BBQ Area","
        
            QR Code Link to This Post
            
        
YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME!Surrounded by sprawling green lawns and mature trees, Independence Green Apartments is your destination for inspired living. Our one-, two-, and three-bedroom apartment homes offer well-appointed interiors complete with a convenient in-home washer and dryer and ample storage space.  Our wooded community provides gorgeous views and the perfect backdrop for a quiet glass of wine on your own private patio. If you prefer to work out before you relax, check out our heated indoor pool in the winter, or our sparkling outdoor pool and sand volleyball court in the summer.    Independence Green Apartments has everything you need to unwind, get fit, and live well. Come see why life is better at Independence Green Apartments. Amenities Include:Beautiful Views of the CommunityBusiness CenterClubhouse with Free WiFiWalk-in ClosetsClubhouse/Fitness CenterPrivate Patio / BalconyPool ViewsSaunaNew Cabinetry In Renovated UnitsPet-Friendly – Dogs and Cats Welcome!Online Payments Available4 Tennis CourtsCall:  show contact info
For more information, visit us at: https://livewithjrk.com/lpnftosp/IndependenceGreen
    "
$650,/ 3br - ,Roseville- Beautiful 3 Bedroom 1 Bath Home Available Now!@#@#@,"
        
            QR Code Link to This Post
            
        
Beautiful 3 Bedroom, 1 Bath house. The home features a Beautiful Remodeled Kitchen with Granite Countertops, White Cabinetry, Hardwood Flooring and much more! Located on a quiet street in Roseville, Michigan. Pets welcome! $40 Pet Fee/Per Pet/Per Month.

House features:
-Granite Countertops
-Hardwood & Carpet
-Dishwasher & Microwave Included
-Beautiful White Cabinetry

Available Now!!
$650 Monthly Rent

    "
"$1,335",/ 2br - 1008ft2 - ,Cathedral Ceilings! 2 bed / bath Coming Soon!,"
        
            QR Code Link to This Post
            
        
To schedule a tour
We now book our tour appointments online! Please call or text us at
  show contact info
 to self-schedule from your phone! Book your appointment online today or anytime 24/7!
Property Description
Revel in Battle Creek in an apartment community that inspires relaxation. At The Landings at the Preserve Apartments, we keep your peace of mind, top of mind. Our friendly staff greets you with a smile and conversation with neighbors turn into regular play dates for the kids. Fresh green grass hugs the walking trails in our backyard, leading you by two peaceful ponds.Here, even home is a sanctuary within itself: cathedral ceilings, walk-in closets, and a washer and dryer to put your mind at ease. Plus, with major employers like Kellogg’s and Borgess Medical Center a short commute away and shopping and restaurants nearby, everywhere you need to be lies close at hand. As the sun sinks beneath the horizon, settle in to watch the stars pierce the night sky. Rest easy in the home you’ve always hoped to find, here in Battle Creek.
Details
Availability date: February 4, 2023
Pets: Cats, Small Dogs (< 25lb), Large Dogs (> 25lb)
Pet notes: Combined pet weight not to exceed 100
lbs per apartment home.
Deposit: Starting at $1000
Leasing options: 
Leasing notes: 
Application fee: 
Amenities
Included in Utilities Cost: 
Utilities Cost: 
Laundry: 
Parking type:  
Parking notes: 
Appliances: 
Exterior: 
Heating/cooling: 
Wiring: 
Facilities and Recreation: 
Security and Access: 
Views: 
Additional features: 
Offered by:
The Landings at The Preserve

Equal Housing Opportunity
    "
$974,/ 2br - 1030ft2 - ,"Four Swimming Pools, Guest Suites Available, Three Tennis Courts!!!!!","
        
            QR Code Link to This Post
            
        
Experience luxury apartment living and first-rate convenience! Canterbury Green Apartments is conveniently located on the northeast side of Fort Wayne, Indiana, minutes away from Purdue University and Fort Wayne International Airport. All of our spacious homes are fully equipped with a washer and dryer, a private patio or balcony, and an abundance of closet space. Many of our homes feature cozy fireplaces and custom finishes such as built-in bookcases.

Property Amenities: State-of-the-Art GOFit Wellness ClubGame Room with Billiard Tables250+ Beautifully Landscaped AcresResident Event LoungeRacquetball Court & Sports CourtThree Tennis CourtsGOFetch Off-Leash Dog ParkOnsite Bar & GrillGOTech Business CenterGuest Suites AvailableFour Swimming PoolsOnsite Golf Course

Call Us Today!  show contact info


For more information, visit us at: https://livegoldoller.com/thehtuh4/canterbury-green

*Pricing and availability are subject to change daily. Photos may not be of your exact home. Please contact us today for the most up to date information! Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.
    "
$647,/ 2br - ,TWO bedroom 1.5 bath apartment available For rent,"
        
            QR Code Link to This Post
            
        
TWO bedroom 1.5 bath apartment available For rent.Master bedroom on main level master bath with soaker tub.separate shower, large walk in closet.formal living & dining,fireplace fully fenced yard w/ auto sprinklers,Upstairs features 2 bedrooms and full bath with large bonus room. Large windows overlooking the north facing backyard with no back neighbors!laundry room with washer/dryer hookups. If you are Intereste PLEASE TEXT Fredric>> 408 458-53 41
.
.
.
.
.

.
.
.
.
.
.


.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.




♦️ $0 Application Fee!
♦️ 550+ credit score (soft-pull initially)
♦️ $2500 per month in gross income (can be combined)
♦️ No bankruptcies or evictions in the past year
♦️ Only a 1-2% down payment is needed
♦️ Close in as little as 15 days
♦️ Pet Friendly

📱 Schedule a call at https://calendly.com/ajcorrea/divvy-program-call
👉 Or apply directly to rtryufyrytkuyjfgj
trytufyguhlgfdr6ituyfigulhkjl
t64e65ryuohiguyftdituyiguhkl
esrudtgiuohgfytds5r6dt7uokn;l


Additionally, This amazing program helps you save because 25% of the Rent goes towards a down payment!! If this isn't the home you'd like you can pick almost any home for sale.

♦️ Andres J Correa
♦️ Realtor @ BHGRE Metro Brokers
♦️
♦️ohyftyteytutyuyljblk;lgftudrituyiohj;k

Also, know that we do not show properties unless you are fully qualified and do not acceptuchers.
    "
"$1,600",/ 2br - 900ft2 - ,Bay View - near S. Shore Park,"
        
            QR Code Link to This Post
            
        
Access the best of Milwaukee from a great location in Bay View. 1/2 block from Lake Michigan, South Shore Park, South Shore Yacht Club and the Oak Leaf Trail.  5 minute stroll to Groppi's neighborhood market and great restaurants.  2 minutes to I-794 and I-94. 

This upper flat has modern convenience with Bay View charm. Updated kitchen includes granite counter tops and stainless steel appliances - dishwasher, gas range, fridge and microwave. Updated bathroom features a subway tile walk-in shower and modern fixtures. 

You and your guests will enjoy picturesque lake views from the lovely, large deck, while a large fenced-in yard provides even more private space for relaxing and entertaining.

Custom wood blinds and new carpet and flooring complete the beautiful finishes in this sunny flat. Bay breezes, ceiling fans, new windows and insulation plus AC and a high efficiency furnace mean you're always comfortable without wasting energy. 

Added convenience includes a large garage with electric opener - convenient for parking and extra storage. Laundry features a front load washer and dryer both with steam features.
    "
"$1,100",/ 3br - ,"Detroit West Side Brick Home For Rent, Newly Remodeled, Available Now","
        
            QR Code Link to This Post
            
        
DETROIT BRICK BUNGALOW
3 bedrooms / 1.5 baths
semi finished basement
hardwood and tile flooring
Section 8 welcome

Rental Pros
248 -796 - 85 15
$99 refundable deposit required.  

    "
"$1,800",/ 4br - 18000ft2 - ,Home for rent,"
        
            QR Code Link to This Post
            
        
2 story ,4 bedrooms ,, two kitchens, and big garage. Excellent location. close by shopping stores.   In the border of Westland and Lavonia .Livonia district school.
    "
"$1,025",/ 1br - ,Happy Life At Heritage Glen,"
        
            QR Code Link to This Post
            
        
Hi! 
 
My name is Sydney and I would love to help you with the application process to get you moved in as soon as we can! To get started, If you click on the name of the properties it will take you to our apartments.com page with virtual tours. 
 
Listed below are the current prices for both of our properties and highlighted the units we have coming available! 
 
Westminster Park:
•	1 bedroom, 1 bath apt. home- $950.00 - AVAILABLE 
•	2 bedroom, 1.5 bath townhome- $1100 - AVAILABLE 
•	3 bedroom, 1.5 bath townhome - $1295
 
Heritage Glen:
•	1 bedroom, 1 bath townhome- $1025 - AVAILABLE IN OCTOBER
•	2 bedroom, 1.5 bath townhome- $1150.00 - AVAILABLE IN OCTOBER
•	3 bedroom, 1.5 bath townhome- $1275.00 - AVAILABLE IN OCTOBER
•	3 bedroom, 1.5 bath townhome- $1375.00 - AVAILABLE IN OCTOBER
 
Gas, heat, and water are included in your monthly so you are only responsible for your DTE and any kind of cable, internet or streaming services you decide to get.  
 
Qualifications:
To qualify for any one of our homes, you will need to provide proof that you gross 3 times the amount of monthly rent; have more positive than negative credit; no prior monies owed to previous landlords; and we will do a criminal background check as well.
 
What to Bring When You Apply:
- 4 most recent paystubs for each leaseholder
- a copy of your social security card and ID (we need this for each person over 18)
- 2 Money orders
        - One for the application fee, this is $50.00 per adult (this is     
           nonrefundable)
        - One for $50 for the reservation fee (this is returned if you are denied,
            if approved it goes towards your security deposit) 

If you have any questions, we are here Mon-Fri from 9a- 6p and Sat. from 9am-4pm. Due to Covid-19, please use our phone number and email for communication. 
 
 
Sydney Hezemy
Leasing Specialist
Heritage Glen Townhomes
9633 East Pickwick Circle
Taylor, MI 48180
Phone Number  show contact info

 Fax  show contact info

 
PLEASE READ CAREFULLYPRICES AND AVAILABILTY ARE SUBJECT TO CHANGE!!! ALL SECURITY DEPOSITS ARE NON-REFUNDABLE ONCE YOU PUT ONE DOWN!
    "
$795,/ 1br - 650ft2 - ,10330 W Montana Ave HEAT & A/C,"
        
            QR Code Link to This Post
            
        
WEST ALLIS Large one bedroom (10 x 15) unit, lots of closets, eat-in kitchen (13x9), livingroom (18 x 9) with air conditioning, carpeting, appliances including microwave, HEAT and HOT WATER INCLUDED, locked lobby, storage, coin op laundry and parking.  Great location, close to bus line and shopping. Call or  show contact info
  Available 12/1
    "
$800,/ 2br - ,2 bedroom lower - Large 5 room Apt. $800 small pets,"
        
            QR Code Link to This Post
            
        
5 room, large 2 bedroom lower apartment in small quiet 4 apartment building.   2782 S. 60th st. Locked entrance and basement.  $800 per month plus security. INCLUDES APPLIANCES.  Newly renovated, new carpeting, clean,  new ceramic bathroom with shower.  Includes new ceramic kitchen (with appliances), living room, separate dining room, 2 bedrooms and ceramic bath.  Includes storage area in basement.  Washer and dryer hookups in basement. Clothes chute to basement wash area.  Safe friendly neighborhood, close to public transportation, parks, shopping, work, restaurants and schools. Small pets. NO  E-MAILS OR TEXTS.   Call  show contact info
 for appointment to see.  Available December 1.
    "
$750,/ 2br - ,ENJOY LIVING IN HIGHLY DESIRABLE APRT!!,"
        
            QR Code Link to This Post
            
        
WELCOME HOME! ORIGINAL OWNER HAS LOVED THIS CONDO!! ENJOY LIVING IN HIGHLY DESIRABLE WOODBERRY PARK, WITH A MAINTENANCE FREE LIFE STYLE, AND ITS PROXIMITY TO FREEWAYS-SHOPPING-RESTAURANTS AND PARKS! THIS IS A 2 BDRM - 2 BATH W/ LOFT! PRIMARY BEDROOM ON MAIN W/ BATH AND WALK IN CLOSET!!! ENJOY VAULTED CEILING GREAT ROOM W/ GAS FIREPLACE AND DOORWALL TO DECK W/ AMAZING WOODED VIEWS! OFFERING AN OPEN CONCEPT TO THE CHAREMING OAK KITCHEN! 2+ CAR ATT GARAGE FOR CONVENIENCE AND MAIN FLOOR LAUNDRY TOO! UPSTAIRS W/ LOFT/OFFICE-BDRM AND 2ND BATH CAN BE A WHOLE SUITE FOR WORK FROM HOME! UNFIN LOWER LEVEL W/ DOORWALL TO PATIO AND PREPPED FOR BATH! NEWER ROOFS ON CONDOS- NEWER DW- THIS IS THE LARGER MODEL ALMOST 1600 SQFT -  show contact info

    "
"$1,500",/ 3br - 1700ft2 - ,3BDR Duplex in West DePere,"
        
            QR Code Link to This Post
            
        
Large 3 BDR, 1-1/2 bath duplex available for rent in West De Pere.

Property features:

*Newer Duplex in nice condition.
*Great location near to West DePere schools and central to many stores and businesses.
*Large Master bedroom with walk-in closet.  Large closets in all bedrooms.
*Nice woodwork, full six-panel doors
*Full, dry, basement
*2-car attached garage
*First-floor laundry hookups (you provide washer/dryer)
*Central air
*Borders a pond which attracts an assortment of wildlife (ducks, geese, cormorants, egrets, herons all present regularly)

Rental Details:
*1yr lease required, security deposit equal to 1 month's rent and 1st month's rent due on lease signing.
*Utilities, snow removal, and lawn maintenance not included
*No Pets, No Smoking
    "
"$1,195",/ 2br - 850ft2 - ,COZY UPGRADED 2 BEEDROOMS! COME APPLY AND TOUR,"
        
            QR Code Link to This Post
            
        
1 BEDROOMS 700 SQUARE FT $975.00
2 BEDROOMS 850 SQUARE FT CLASSIC APARTMENTS $1100.00
2 BEDROOM TOWNHOUSES 1,050 SQUARE FT $1,400.00


(SEE VIRTUAL TOURS BELOW)

https://www.apartments.com/willow-creek-apartments-westland-mi/p5n81vs/

GAS, HEAT, WATER, SEWER AND TRASH ARE ALL INCLUDED IN RENT
YOU ONLY PAY ELECTRICITY & (CABLE/INTERNET/PHONE)
REQUIREMENTS:

$35 APP FEE PER ADULT/$100 HOLDING FEE
4 PAYCHECK STUBS/PICTURE I.D./SOCIAL SECURITY CARD
INCOME MUST BE 3X THE AMOUNT OF RATE
CREDIT AND CRIMINAL BACKGROUND RAN
WE DO NOT ACCEPT SECTION 8
PET FRIENDLY/FEES AND RESTRICTIONS
SECURITY DEPOSIT EQUAL 1- 1.5 MONTHS RENT
MUST BE PAID WITHIN 3 DAYS OF APPROVAL
MOVE-IN COSTS DETERMINED BY DAY OF MOVE IN (PRO-RATED
do NOT contact me with unsolicited services or offers
do NOT contact me with unsolicited services or offers
do NOT contact me with unsolicited services or offers
post id: 7550166002 posted: 7 days ago ♥ best of [?]
    "
"$1,800",/ 3br - 1200ft2 - ,"Pleasant Ridge - 3 bdrm, 1 bath. GREAT LOCATION, FANTASTIC HOUSE","
        
            QR Code Link to This Post
            
        
Very Desirable Pleasant Ridge - charming / cozy3 bedroom home   in an area of higher priced houses. Rare opportunity to live in P.R.  -  1st floor master bedroom and 1st floor laundry   2 cute rooms upstairs 

LOCATED WEST OF WOODWARD AND WITHIN WALKING DISTANCE TO COMMUNITY POOL AND FITNESS CENTER.  3 BDRM, 1 BTH, LARGE DR or Family Room, 1st floor office area. 1200 SQ FT BUNGALOW.  Brand new furnace, central A/C, remodeled kitchen with granite counter tops, stainless steel appliances; DW, newer roof and gutters, vinyl windows, first floor laundry area.  Fenced backyard, storage shed, driveway shared with neighboring property on rotating basis.  Very charming and comfortable.  Fantastic location in the heart of Detroit metro area.
(close to downtown Royal Oak and Ferndale).
Nice neighborhood and area!!

Available for rent immediately - 3 Bedroom - recent updates - 
Bright rooms and CLEAN!!
Cute and Cozy Living Room hardwood floors throughout, freshly painted.
Nice kitchen - granite counters, stainless appliances Stove, Refrigerator, Dishwasher, Microwave included.
One bathroom - freshly painted and renovated.
1st floor Laundry / Utility room. 
Very Large Shed for storage - no basement
nice fenced back yard - 
Unique shared Driveway - alternate weeks with NEIGHBOR - 
Tenant responsible for mowing and yard maintenance.
NOTE... 


Location: South of I-696 (West of Woodward and Pinecrest. Easy access to I-696 and I-75
Very close to downtown Ferndale and Royal Oak.

Rent: $1,800 per month. Security deposit is $2,200. Prefer 'no-pets'!
Minimum one year lease.
All utilities are tenants' responsibility. Tenant responsible for yard maintenance and snow removal.

Please email / text/ call for appointment to visit the home or with any questions.
MICHAEL     show contact info




We are looking for tenants who will enjoy and maintain this cute house in it's current excellent condition - and who have financial ability to pay rent and utilities.
Credit and background check required for approval. No application fee !!
We are very good landlords and we are in search of equally very good tenants!

Thanks for considering this 65 Maplefield, P.R.  property to be your NEW HOME!
    "
