Text,Text1,Text2,Text3
"$4,115",/ 2br - 1078ft2 - ,Fulton Market! Balcony! Newer Construction!,"
        
            QR Code Link to This Post
            
        
Call Apartment Guys and ask for reference #2202729. This beautiful newer construction hirise is tucked away in the super hot Fulton Market area just blocks from the exciting restaurants and nightlife!! These large two bedroom units have floor to ceiling windows, updated appliances including a dishwasher and microwave as well a washer and dryer conveniently located in the apartment. The building amenities include garage parking, an outdoor pool, door staff, a dog run, and a fitness room!   Prices are subject to change.***Photos may be of a similar unit.or examples****For faster response best to call or text 773-549-3474 with reference #2202729
    "
"$3,700",/ 3br - ,"3bd 2bath Room Apartment - Spacious, modern","
        
            QR Code Link to This Post
            
        
https://www.mtdpropertymanagement.com/listings/detail/4f601e71-7425-4841-a325-a280c28331ff


Hello, 

I am working to re-lease my apartment in West Town. It is an amazing quality apartment, very spacious. 

The place comes with 1 parking spot in a cover garage, a shared rooftop on the 5th floor. In a great neighborhood.
    "
"$3,100",/ 2br - ,Amazing 2 bed in Lincoln Park with walkin closets & spectacular views,"
        
            QR Code Link to This Post
            
        
Interested in this property?

Click on: Reply to this listing for more information


This amazing luxury hi rise building is located in the heart of Lincoln Park, just a step away from the lake and the zoo.  This building offers extremely easy access to public transportation including the el train as well as multiple buses. Take  advantage of this amazing studio now. Cats & dogs ok. Garage parking extra. No security deposit,  This building has fabulous amenities including: -Spectacular vews -24 hour doorman and maintenance -On site valet, dry cleaner and package receiving -Extra bicycle storage room -24 hour state of the art fitness center with private sauna -On site laundry facility -Business center with high speed internet stations -Private gourmet coffee service in building -Rooftop sundeck with dramatic lake and city views -Steps to all the amazing dining, shopping and exciting nightlife  This unit offers spacious floor plan with great views and includes: -Lots of closet space including walk in closets -Wall to wall carpeting -Floor to ceiling windows with city views -Over sized baths -Ceramic title flooring in kitchen and baths


Velocity Apartment Group
3122537403
Availability and pricing may change at any time without notice. Ads subject to errors and omissions. Please contact agent for additional questions and information.

Interested in this property? Click REPLY above and email us


    "
"$3,028",/ 2br - 1210ft2 - ,River North Luxury 2 Bedroom 2 Bath Apartment,"
        
            QR Code Link to This Post
            
        
Call Property Rocks at 773-837-2011 and refer to post id: 
Enjoy downtown luxury apartment living in River North. This apartment is extremely spacious and close to everything Chicago has to offer. Great amenities, excellent location and one of the best utility packages in the city combine to make this building a highly sought after address.

Apartment Features: Balcony, Premium Finishes, Floor to Ceiling Windows, Granite Counters, Stainless Appliances, Washer/Dryer In Unit, Wood Floor Options 

Community Features: 24-Hour Business Center, Basketball Court, Outdoor Running Track, Cabanas, Dog Park, Outdoor Pool with Sundeck, Outdoor Kitchen / Dining Area, Steam Room / Sauna, Library, Club 9 Media Room, Atrium Lounge, Party Room, Exclusive Events & Local Deals, 24-Hour Door Staff, On-Call Maintenance Team, Retail Shopping, Indoor Parking, On-Site Dry Cleaning, Bike Room, Storage Units, Red Line - Grand Stop

PR0PERTY R0CKS

***For faster response please call or text Joe at 773-837-2011
and include post id:
    "
"$3,227",/ 3br - 1365ft2 - ,➺Check Out Our Luxury 1-3BR Apts at Alinea Town & Country - Rent Today,"
        
            QR Code Link to This Post
            
        
Alinea Town and Country Luxury Apartments offers lovely and spacious 1, 2, and 3 bedroom apartment homes conveniently located near Des Peres, MO at Hwy. 270 and Manchester Road!

Visit www.thealinea.com for more info, or call  show contact info
 today to schedule your tour!

Apartment Features:

-9 Ft. Ceilings
-All Electric Kitchen w/ Stainless Steel Appliances
-Granite Countertops
-Plank Flooring
-Custom Cabinets
-Pantry
-2"" Faux Wood Blinds
-Walk-In Closets*
-W/D Included in each apartment
-Patio or Balcony*

Community Features:

-Carports and Garages available for rent
-Beautiful Landscaping
-On-Site Maintenance plus 24/7 Emergency Maintenance
-Clubhouse
-Sparkling, Resort-Style Infinity Pool
-BBQ Station
-24/7 State-of-the-Art Fitness Center
-Spa/Hot Tub
-Outdoor Entertainment Area
-Business Center 
-Coffee Bar
-Conference Room
-Controlled Access Buildings

View Our Apartment Video Tours for a Virtual Walk Through!

Houndstooth - 1BR, 1BA - $1,416/month - https://www.youtube.com/watch?v=cqPG0xU2c4s
Tweed - 1BR, 1BA - $1,550/month - https://www.youtube.com/watch?v=tcs-D7KVp-M
Herringbone - 1BR, 1BA - $1,538/month - https://www.youtube.com/watch?v=JQBMnssST-s
Oxford - 1BR, 1BA - $1,907/month - https://www.youtube.com/watch?v=m92HQT0LzLQ
Linen - 2BR, 2BA - $2,094/month - https://www.youtube.com/watch?v=wSVbeOYcNqg
Suede - 2BR, 2BA - $2,492/month - https://www.youtube.com/watch?v=1BuaSl_vTsY
Cashmere - 3BR, 2BA - $3,237/month - https://www.youtube.com/watch?v=oZM2QS_W0oA

Visit www.thealinea.com for more info, or call  show contact info
 today to schedule your tour!
    "
"$42,999",/ 3br - 924ft2 - ,Ready For Move In! *FOR SALE*,"
        
            QR Code Link to This Post
            
        
This cozy home is ready for it's new owners at Village Green in Mishawaka!! 3 bedroom 1 bathroom FOR SALE at just $42,999! Financing Available and Cash Offers Accepted. We are conveniently located close to US 20 Bypass offering easy access to entertainment / dining and shopping options and Notre Dame Campus. Apply today at yescommunities.com or contact us at  show contact info
 (ext. sales) for more information.
    "
"$69,999",/ 3br - ,Beautiful & Ready For Move In!!!,"
        
            QR Code Link to This Post
            
        
RUN DON'T WALK for this GORGEOUS 3 bedroom 2 full bathroom home!!! FOR SALE at $69,999 with financing available. This home definitely won't last long so make it yours today!!! Enjoy life at Village Green in Mishawaka, an exceptional community to live in! Apply at yescommunities.com or contact us at  show contact info
 (ext. sales) for more information.
    "
"$4,200",/ 3br - ,Massive 3-Bedroom 2-Bath DUPLEX in East Lakeview! Available 01/16/2023,"
        
            QR Code Link to This Post
            
        
Stunning 3 Bed 2 Bath Apartment Available 01/16/2023 with Parking Available!

-Hardwood Floors Throughout
-Exposed Brick Walls
-Beautiful Iron Staircase
-Large Updated Kitchen
-Granite Countertops
-Stainless Steel Appliances
-Dishwasher
-Great Size Bedrooms
-Huge Living Room
-In-Unit Laundry
-Huge Ceilings
-Decorative Fireplace 

**PHOTOS MAY BE OF A COMPARABLE LAYOUT BUT ARE ALL REPRESENTATIVE OF OUR PROPERTY.

Building Amenities Include
Controlled Access Entry
Pet Friendly (Breed Restrictions Apply)
24-Hour Emergency Service
No Security Deposit!!
Assigned Parking Available (Additional Fee Applies)

Schedule Your Tour Today!! Text ""Elaine"" to (773) 272-3061 to speak to a live agent!

For after-hours text Tamika at (312) 882-1745 or Julie at (312) 560-2076.

Visit us online at:
https://www.themaynardatelaineplace.com/

CLK Multifamily Management
1126 W Bryn Mawr Ave
Chicago, IL 60660

*Equal Housing Opportunity
*Floor Plan measurements and layouts are approximate and are for illustrative purposes only. We make no guarantee, warranty or promise to the accuracy and completeness of the floor plan.
    "
"$3,000",/ 3br - 1637ft2 - ,Brand new 3BR 2 BATH House for rent.   (Furnished!),"
        
            QR Code Link to This Post
            
        
Brand new gorgeous, upscale, fully furnished maintenance free home for rent!     Just completed, Fall 2022!    This amazing home has a beautiful exterior stone entry way, full landscaping, sprinkler system, and a fenced in back yard and walkout covered patio!   Once you step inside, you notice the 9' ceilings, can lighting, and brand new stainless steel appliances.     The open and extremely functional floorplan includes a well appointed kitchen with gorgeous quartz counters, dining room and family room with a gas fireplace!    The house has 3 bedrooms, 2 bathrooms, plenty of closet storage including a generously sized master walk in!   The large two car garage is fully finished with insulation, paint and drywall and there is a large accessible attic  for all your storage needs!    Energy saving features include a high efficiency furnace, blow-in insulation in the exterior walls and ceilings, and double hung windows.    Pictures are of the actual property and furnishings, and the floor plan is from a similar model.
    "
"$3,575",/ 2br - ,Ideal Location - River North - Large Modern 2 Bedroom 2 Bathroom,"
        
            QR Code Link to This Post
            
        
PROPERTY INFO
ID: 181729777Rent: $3575
 / MonthBeds: 2Bath: 2.5Parking:: attached garage
Modern 2 Bedroom 2 Bathroom 1391 sq ft in the center of River North.

Apartment Features:

Wood Flooring in the common areas
Carpet in the Bedrooms
Sleek kitchens with Granite counters and Stainless Appliances
Floor to ceiling windows
Large Balcony
City Views
Washer and Dryer in unit
Modern Bathrooms

Building Amenties:

24 Hour Doorman
24 Hour Maintenance
Indoor Pool
Sky Terrace
Fitness Center
Parking available 
Perfect location

For a showing Call/Text 

Paulina Fernandez
Leasing Agent
One Real Estate Chicago
630.802.5954
State at Illinois
My service to you is always free!
    "
"$3,000",/ 2br - ,"2 BED, 1 BATH HISTORIC & MODERN LINCOLN PARK APT W/ GARAGE","
        
            QR Code Link to This Post
            
        
Gorgeous 2Bed1/Bath unit in a historic landmark building, renovated in 2017. Heart of East Lincoln Park, steps from Clark St. and the park, this location really can't be beat. Combines the best of vintage charm and modern finishes. Recently updated kitchen features KitchenAid stainless steel appliances, granite countertops and a breakfast bar. Open layout from kitchen to living room is great for entertaining. Large bedrooms--the bigger one is roughly 200 square feet and the smaller is also good size, at 12x12. Living room features very high ceilings, beautiful crown molding and great natural light. In-Unit Washer/Dryer!! Brand-new full bathroom with granite finishes. Balcony off the back of the unit gives great outdoor space, perfect for a grill or outdoor seating. Pets allowed. Fantastic neighbors. Custom black out shades included in primary bedroom - $400 value!

Garage parking INCLUDED. Reach out today, this won't last long! 

6 month sublease or 12 month full lease available. Available starting 1/1/23 (can be flexible if needed).
    "
"$3,500",/ 3br - ,High End 3BR/3BA Townhouse in Southport Corridor!,"
        
            QR Code Link to This Post
            
        
PROPERTY INFO
ID: 10935429Rent: $3,500 / MonthBeds: 3Bath: 3Available Date: 12/01/2022Pet: Pet FriendlyRent Includes:: Garbage, WaterParking:: off-street parking
Beautiful 3 Bedroom / 3 Bathroom Townhouse with:
3 Levels of Living Space
Hardwood Floors/Carpeting in Bedrooms
HUGE Gourmet Kitchen with Stainless Steel Appliances and Granite Counter Tops
Washer Dryer, In-Unit
Master Bedroom with Walk In Closet, Jacuzzi Tub
2 Living Room Areas
HUGE Private Roof Deck
One Outdoor Parking Spot Included in Rent
Located Close to Everything in Southport Corridor!  Southport Brown Line, Addison Red Line, Shopping, Restaurants, and Nightlife!
Looking for something else? Check out all my other available apartments here and let me know which of them you'd like to tour!
https://ygl.is/Hadi

 
Hadi Sharabi
Realtor® MLS ID: 887241
▪︎ The Apartment Source
   (773) 272-1860    
Hadis@ ApartmentSourceChicago.com
  2533 W. Fullerton Ave. Chicago, IL 60647
  http://www.ApartmentSourceChicago.com/



The Apartment Source
Call or text: 773.272.1860
    "
"$65,664",/ 3br - ,Why rent when you can be a homeowner? Free to apply!,"
        
            QR Code Link to This Post
            
        
Five Seasons – Davenport’s Top Manufactured Home Community

Home Features:
3 Bedrooms/2 Bathrooms
Screen Porch
Washer/Dryer Hook-ups
Central A/C
Private Parking
Great Community

Community Amenities:
Picnic Area
Pet Friendly
Basketball Court
Community Clubhouse

What’s Included With Rent: Pest control, weekly trash service, maintenance, Gold Key preventative maintenance service, and Emergency maintenance

*Pet Policy: 2 pet maximum, $50 monthly pet rent for the first pet, and $60 for the second. No weight restrictions on pets, but there are vicious breed restrictions on dogs.

Hours: Mon-Fri 9am-6pm, Sat 10am-6pm
CALL  show contact info
 Ask for Daniel
5112 N. Fairmount St. Davenport IA, 52806
www.yescommunities.com
    "
"$4,945",/ 5br - ,518 W. Fullerton Unit 2 - One Month Free,"
        
            QR Code Link to This Post
            
        
PROPERTY INFO
ID: 238623500Rent: $4,945 / MonthBeds: 5Bath: 4Available Date: 08/01/2022Pet: Cats OnlyRent Includes:: WaterParking:: off-street parking
* FALL SPECIAL:  One Month Free *


Renovated Historical Landmark five bedroom, four bath restoration at its finest This property boasts refinished woodwork and hardwood floors that grace the unit throughout, stain glass windows, pocket doors, decorative fireplace, and open lay out. The kitchen is equipped with beautiful granite counter tops, dishwasher and separate wet bar that includes an additional refrigerator. The unit has Tenant controlled central air conditioning and gas forced heat. This Lincoln Park gem also has laundry in the unit.

Completely new construction renovated Historical Landmark building. 518 West Fullerton Parkway has a Walk Score of 96 out of 100. This location is a Walker’s Paradise so daily errands do not require a car. Just an 11 minute walk from the Brown Line, the Purple Line and the Red Line at the Fullerton stop. This location is in the Lincoln Park neighborhood in Chicago. Nearby parks include Linne Monument, Children's Memorial Park and Park West Park.

We offer a hassle-free full online leasing process featuring online applications, lease signing, and payment options.


FEATURESCentral AirDecorative FireplaceDining RoomDishwasherGranite TopsHardwood FloorsLaundry in UnitOven/RangeRefrigeratorSecurity Alarm

NO SECURITY DEPOSIT!
$150.00 Application Fee Per Person
$100.00 Move-in Fee Per Bedroom
NO DOGS, Cats ok!

Advertised rent prices are subject to change without notice!

Chicago Apartment Place Inc.
773.472.3713
    "
"$3,495",/ 4br - ,1826 W. Patterson Unit 1 - One Month Free!,"
        
            QR Code Link to This Post
            
        
PROPERTY INFO
ID: 238623374Rent: $3,570 / MonthBeds: 4Bath: 4Available Date: 08/01/2022Pet: Cats OnlyParking:: off-street parking

This four bedroom, four bathroom duplex apartment features a traditional decorative fireplace and a new, masterfully constructed wood staircase leading to the lower level of the unit. The kitchen will soon have a brand new grey shaker cabinets and beautiful granite countertops along with stainless steel appliances which opens to the living room. The lower level of the unit has an additional living room and two bedrooms. Natural, refinished woodwork graces the apartment throughout. The unit also has plenty of modern conveniences such as laundry in the unit, gas forced heat, and central air conditioning.

This charming greystone building is nestled on a quiet, tree lined street. The Addison CTA Brown Line is conveniently located less than one block away. Wrigley Field and its surrounding bars, restaurants and theaters are within easy reach (eight blocks east). Other Chicago neighborhoods, full of diverse activities and establishments, are easily accessible via Lincoln Avenue, these include: Lincoln Park, Lakeview, North Center, and Lincoln Square to name a few. Roscoe Village’s colorful clubs and bars are also just three blocks south. Parking is available at this location.

We offer a hassle-free full online leasing process featuring online applications, lease signing, and payment options.


FEATURESCentral AirDecorative FireplaceDishwasherGranite TopsHardwood FloorsLaundry in UnitOven/RangeRefrigerator

FALL SPECIAL: ONE MONTH FREE & NO SECURITY DEPOSIT!

$150.00 Application Fee Per Person
$100.00 Move-in Fee Per Bedroom
NO DOGS, Cats ok!

Advertised rent prices are subject to change without notice!

Chicago Apartment Place Inc.
773.472.3713
    "
"$4,395",/ 4br - ,706 W. Wellington Ave. Unit 3 - One Month Free,"
        
            QR Code Link to This Post
            
        
PROPERTY INFO
ID: 238623709Rent: $4,395 / MonthBeds: 4Bath: 3Available Date: 10/01/2022Pet: Cats OnlyRent Includes:: WaterParking:: off-street parking
* Fall Special: One Month Free & No Security Deposit *


Rehabbed four bedroom, three full bath with tons of living space. Built-in bookshelves surround a beautiful decorative fireplace in the spacious living room. The kitchen boasts newer appliances, granite counter-tops, including a dishwasher and cherry wood cabinetry, and a large separate dining room. The three full bathrooms are cleanly remodeled with ceramic tile. Large bedrooms easily accommodate any size bed, and have plenty of closet space. The gleaming hardwood floors and high ceilings add to the openness of this apartment.

This beautiful recently gut rehabbed building is tucked away on a quiet tree lined street, yet is located in the heart of Lakeview. Belmont Avenue (two blocks north) has a number of local boutiques and charming restaurants as well as a CTA El train stop which services the Red Line, Brown Line, and Purple Line Express. Halsted and Clark Streets also have a variety of dining and entertainment options including bars and several theaters. Chicago’s lakefront is located just four blocks east, featuring tons of outdoor activities including biking, running, golf, tennis, baseball, and swimming in Lake Michigan. Conveniently, the #22 Clark street bus stop is located less than a block away its route goes downtown all night. Parking is available at this location.


FEATURESCentral AirDecorative FireplaceDishwasherHardwood FloorsLaundry in BuildingOven/RangeRefrigerator

NO SECURITY DEPOSIT!
$150.00 Application Fee Per Person
$100.00 Move-in Fee Per Bedroom
NO DOGS, Cats ok!

Advertised rent prices are subject to change without notice!

Chicago Apartment Place Inc.
773.472.3713
    "
"$42,000",/ 3br - ,Join our beautiful community today!,"
        
            QR Code Link to This Post
            
        
Five Seasons – Davenport’s Top Manufactured Home Community

Home Features:
3 Bedrooms/2 Bathrooms
Screen Porch
Washer/Dryer Hook-ups
Central A/C
Private Parking
Great Community

Community Amenities:
Picnic Area
Pet Friendly
Basketball Court
Community Clubhouse

What’s Included With Rent: Pest control, weekly trash service, maintenance, Gold Key preventative maintenance service, and Emergency maintenance

*Pet Policy: 2 pet maximum, $50 monthly pet rent for the first pet, and $60 for the second. No weight restrictions on pets, but there are vicious breed restrictions on dogs.

Hours: Mon-Fri 9am-6pm, Sat 10am-6pm
CALL  show contact info
 Ask for Daniel
5112 N. Fairmount St. Davenport IA, 52806
www.yescommunities.com
    "
"$4,755",/ 2br - ,Lincoln Park Beauty! In unit Laundry!,"
        
            QR Code Link to This Post
            
        
Call Apartment Guys and ask for reference #2202315. This new building features all of the bells and whistles! The apartment has granite countertops, stainless steel appliances including a dishwasher and microwave, and enjoy the comfort of in unit laundry and the fun of your private balcony! The amenities feature a door person, fitness center, rooftop pool, community lounge, pet spa and dog run, bike storage, garage parking and more! Prices are subject to change.***Photos may be of a similar unit.****For faster response best to call or text 773-549-3474 with reference #2202315

    "
"$52,288",/ 3br - ,"stop renting, become a home owner now!","
        
            QR Code Link to This Post
            
        
Five Seasons – Davenport’s Top Manufactured Home Community

Home Features:
3 Bedrooms/2 Bathrooms
Screen Porch
Washer/Dryer Hook-ups
Central A/C
Private Parking
Great Community

Community Amenities:
Picnic Area
Pet Friendly
Basketball Court
Community Clubhouse

What’s Included With Rent: Pest control, weekly trash service, maintenance, Gold Key preventative maintenance service, and Emergency maintenance

*Pet Policy: 2 pet maximum, $50 monthly pet rent for the first pet, and $60 for the second. No weight restrictions on pets, but there are vicious breed restrictions on dogs.

Hours: Mon-Fri 9am-6pm, Sat 10am-6pm
CALL  show contact info
 Ask for Daniel
5112 N. Fairmount St. Davenport IA, 52806
www.yescommunities.com
    "
"$3,080",/ 2br - ,Renovated 2bed apartment with w/d in unit and hw floors-huge pool,"
        
            QR Code Link to This Post
            
        
Interested in this property?

Click on: Reply to this listing for more information


Velocity Apartment Group

312-253-7403
*****For faster response from one of our Agents, please provide your cell phone number, move date and email address when inquiring.  Thank you.

Availability and pricing may change at any time without notice. Ads subject to errors and omissions. Please contact agent for additional questions and information.


Interested in this property? Click REPLY above and email us

    "
"$4,100",/ 2br - ,"Sophisticated 2 Bedroom in Streeterville! In Unit Laundry-Gym, Bright!","
        
            QR Code Link to This Post
            
        
PROPERTY INFO
ID: 72157342Rent: $4,100 / MonthBeds: 2Bath: 2Pet: Pet Friendly
 Tour: Call/Text Azalia at 630.853.6340

If “Lake and Luxury” is what you are looking for, then look no further. This posh Streeterville high-rise offers incredible access to Navy Pier and Lake Michigan while maintaining a quiet neighborhood vibe. Enjoy the sundeck and pool, with Vegas-style cabanas and convenient grilling stations. The state-of-the-art fitness center, game room and on-site technology concierge mean you are gonna get things done-whether that’s work, working out or just having fun. Add in a resident lounge, movie screening room and event planning space and you have your summers and winters covered. The building is 100% smoke-free and has a 24-hour door staff.

Clean, crisp and contemporary best describes the layout and features of these beautiful apartment homes. Gourmet kitchens with quartz countertops, mosaic tile backsplashes and Italian-made cabinets are complemented with wide plank flooring, custom bathrooms, in-unit washers and dryers, and floor-to-ceiling windows throughout. Expect breathtaking views as you move to higher floors.

Parking is available on-site at an additional charge. Cats and dogs are accepted throughout and there is a dog run and day care facility on-site (dog breed restrictions apply, but there is no weight limit).


FEATURESBalcony-NoneCentral Air-YesDishwasher-AllDogs-No Weight LimitFlooring-Hardwood OnlyLaundry- W/D In UnitLuxury PropertyPool-OutdoorSecurity-24 Hour DoormanSmoking-NoStove-Gas

Azalia Allen
630-853-6340
HotSpot Rentals(License #481.011892)



Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square
    "
"$3,100",/ 2br - ,"Best-Priced Fulton River 2 Bedroom: Dog Park, Groceries, Pool, Gym!","
        
            QR Code Link to This Post
            
        
PROPERTY INFO
ID: 9049534Rent: $3,100 / MonthBeds: 2Bath: 2Pet: Pet Friendly
Serious inquiries please call or text anytime. So I can best help with your search:

When is your move date (is it flexible, if so how far in either direction)?
Do you have any pets (weight and breed)?
Do you need parking?
What's your budget (for rent only)?
What is your preferred neighborhood(s)?
Have you toured any properties yet? (so I don't double any research)
Best email and phone number?
When are you available for a showing?

Located in the K Station/Fulton River District, this well-positioned property is located right between the bustling River North neighborhood to the east and the booming meat packing district of West Loop to the south. With easy access to the CTA Blue, Green and Pink Lines, as well as the 90/94 Expressway, it is hard to beat this location for getting around. A lap length pool, cabana and fire pit are complemented by outdoor grilling stations. Take advantage of the state-of-the-art fitness center, club room with billiards table and resident business center. The building is 100% smoke-free, has 24-hour security door staffing, and an on-site dry cleaner and package receiving. They even offer cookies baked fresh daily!

Inside all of the apartments, you’ll find modern kitchens with granite countertops, stainless steel appliances and gas stoves, as well as in-unit washers and dryers and spacious closets. Select apartments offer floor-to-ceiling windows and all units are available for hardwood flooring upgrades for an additional cost. The 2 bedroom apartments have balconies.

Parking is available on-site at an additional charge. Cats are accepted throughout and dogs are welcome on select floors (dog breed restrictions apply but there is no weight limit).


FEATURESBalcony-Some UnitsCentral Air-YesDishwasher-AllDogs-No Weight LimitFlooring-Some Carpet/Some HardwoodLaundry- W/D In UnitLuxury PropertyPool-OutdoorSecurity-24 Hour DoormanSmoking-NoStove-Gas

Nick Ugo
773-793-4048
HotSpot Rentals(License #481.011892)
See our over 2000 five star reviews!


Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square
    "
"$3,950",/ 2br - 1500ft2 - ,"Rarely Available City Loft! AC, in-unit laundry, walk everywhere!","
        
            QR Code Link to This Post
            
        
Rarely Available, Photographer occupied for 15 years! True Chicago loft in prime location... exposed brick, updated throughout, new windows, floors, bathrooms, central AC, smudge proof stainless steel appliances, washer/dryer and more! 12.5' ceilings (20' from the kitchen). View of Hancock and Willis Tower at your front door. Ground level, private entrance and private basement with washer/dryer combo. Black out curtains/motorized blinds included. TONS of storage!

Renter responsible for all utilities. No smoking. Pets allowed w/ conditions. 

Huge Kitchen: 12' x 17'

Open Living Space: 17' x 30'

Loft Bedroom/Office:
-Fits queen bed
-2 closets

Lower Level Bedroom:
-14' x 17'
-Fits King and much more!
-Walk-in closet
-Low ceiling (under 7')

Walk everywhere:
-Doma Coffee: 2 min
-Starbucks: 5 min
-Jewel: 5 min
-Aldi: 6 min
-Target: 9 min
-CTA Red Line (Clarke/Division): 8 min
-CTA Brown Line (Chicago): 8 min
-Old Town Shops/Restaurants/Bars: 5 min
-Rush Street Shops/Restaurants/Bars: 10 min
-Walk to Chicago River or Lake Michigan in just under 20min!

Parking:
-Private permit parking (2 spots)
-Additional free street parking available
-Easy parking, rarely park more than a few cars from front door!

(Residential unit, but 4x8 sign available for rent from HOA above unit for live/work artists.)
    "
"$4,000",/ 2br - ,Luxurious Streeterville Deluxe 2 Bedroom! Huge Closets!,"
        
            QR Code Link to This Post
            
        
PROPERTY INFO
ID: 48971995Rent: $4,000 / MonthBeds: 2Bath: 2.5Pet: Pet Friendly
Serious inquiries please call or text anytime. So I can best help with your search:

When is your move date (is it flexible, if so how far in either direction)?
Do you have any pets (weight and breed)?
Do you need parking?
What's your budget (for rent only)?
What is your preferred neighborhood(s)?
Have you toured any properties yet? (so I don't double any research)
Best email and phone number?
When are you available for a showing?

Live steps from the lake, the river and heart of the Magnificent Mile in this elegantly-designed modern high-rise in the western part of Streeterville. The location is unparalleled, with easy walking to Whole Foods, AMC Theatre, Nordstrom, and countless dining options such as the famous Eataly and The Purple Pig. The options are too many to mention. Jump on the CTA Red Line or Lake Shore Drive within minutes, or grab your sneakers and head for the Lakefront Trail- there are tons of work and play options. Inside, there is an entire floor devoted to wellness and health, including a fitness center with spa and steam rooms, a 15-meter pool and quiet lounge area on the terrace. A resident’s club offers a game room, grilling stations, indoor and outdoor lounge areas and areas for private social or business events. There’s even a rooftop hydrotherapy spa with outdoor grilling stations and fire pits. As expected, the building is 100% smoke-free and has 24-hour security door staffing.

With a focus on nature and relaxation, these residences start with bamboo flooring in the main living areas, with porcelain floor tile in the baths and carpeted bedrooms. Custom cabinets, stainless steel refrigerators and under-mount sinks with granite countertops are kitchen highlights, while floor-to-ceiling windows and in-unit washers and dryers come standard. Even the little things, such as Grohe faucets and polished aluminum blinds are part of the experience.

Parking is available on-site at an additional charge. Cats are accepted throughout and dogs are welcome on select floors (dog breed and weight restrictions apply). There is an on-site dog run for your little guy as well.


FEATURESBalcony-NoneCentral Air-YesDishwasher-AllDogs-Weight LimitFlooring-Hardwood OnlyLaundry- W/D In UnitLuxury PropertyPool-OutdoorSecurity-24 Hour DoormanSmoking-NoStove-Electric

Nick Ugo
773-793-4048
HotSpot Rentals(License #481.011892)
See our over 2000 five star reviews!


Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square
    "
"$3,500",/ 4br - 2200ft2 - ,4 Bdrm 3bath - 2 floor Duplex Down condo-Utilities Inc.,"
        
            QR Code Link to This Post
            
        
WANTED
GREAT GROUP OF WORKING PROFESSIONALS
OR FAMILY
FOR A DUPLEX DOWN CONDO
2200 SQ FT

SUPER CLEAN
NEW WASHER & DRYER
NEW KITCHEN APPLIANCES
NEW HVAC SYSTEM

IN A 4 BEDROOMS, 3 BATHS, LUXURY CONDO, LAUNDRY, BACK PORCH
ONE PARKING SPOT

INCLUDES ALL UTILITIES  (no wifi)

Plenty of off street parking - no parking permit
and one garage spot

GRANITE THROUGHOUT, WOOD FLOORING, FIRE PLACE.
CLOSE TO TRANSPORTATION & PARK

NICE NEIGHBORS. SAFE & SECURE BUILDING.

Good credit only, we do background and credit checks.
NO PETS
No smoking of any kind in or around building
ABSOLUTELY NO EVICTIONS ON YOUR CREDIT WILL BE ACCEPTED.

AVAILABLE AT December 1ST, 2022.

CALLS OR TEXT

FOR AN APPOINTMENT
    "
"$3,135",/ 2br - ,"Awesome 2 Bed in Lakeview-w/d in unit, hw floors, ss appliances","
        
            QR Code Link to This Post
            
        
Interested in this property?

Click on: Reply to this listing for more information


Velocity Apartment Group

312-253-7403
*****For faster response from one of our Agents, please provide your cell phone number, move date and email address when inquiring.  Thank you.

Availability and pricing may change at any time without notice. Ads subject to errors and omissions. Please contact agent for additional questions and information.


Interested in this property? Click REPLY above and email us
    "
